State,Date,OffAge,OffAge,OffAge,OffAge
,,count,mean,min,max
Colorado,1978-12-01,21,33.57142857142857,17.0,64.0
Colorado,1979-01-01,11,29.545454545454547,5.0,62.0
Colorado,1979-02-01,15,28.6,18.0,50.0
Colorado,1979-03-01,8,25.875,16.0,46.0
Colorado,1979-04-01,16,28.125,16.0,53.0
Colorado,1979-05-01,10,31.1,13.0,55.0
Colorado,1979-06-01,3,32.666666666666664,21.0,48.0
Colorado,1979-07-01,10,24.8,19.0,37.0
Colorado,1979-08-01,9,30.555555555555557,22.0,48.0
Colorado,1979-09-01,7,35.857142857142854,21.0,50.0
Colorado,1979-10-01,11,25.272727272727273,19.0,37.0
Colorado,1979-11-01,12,32.666666666666664,17.0,71.0
Colorado,1979-12-01,11,28.272727272727273,18.0,44.0
Colorado,1980-01-01,6,35.166666666666664,24.0,62.0
Colorado,1980-02-01,13,27.153846153846153,17.0,42.0
Colorado,1980-03-01,4,24.5,15.0,34.0
Colorado,1980-04-01,10,34.8,16.0,87.0
Colorado,1980-05-01,15,31.533333333333335,17.0,48.0
Colorado,1980-06-01,15,31.0,14.0,54.0
Colorado,1980-07-01,8,29.875,19.0,61.0
Colorado,1980-08-01,15,27.8,12.0,76.0
Colorado,1980-09-01,8,26.25,18.0,50.0
Colorado,1980-10-01,8,36.625,22.0,61.0
Colorado,1980-11-01,15,27.133333333333333,15.0,43.0
Colorado,1980-12-01,11,34.18181818181818,20.0,46.0
Colorado,1981-01-01,12,27.666666666666668,15.0,43.0
Colorado,1981-02-01,12,27.583333333333332,13.0,41.0
Colorado,1981-03-01,15,33.06666666666667,20.0,50.0
Colorado,1981-04-01,16,27.4375,15.0,41.0
Colorado,1981-05-01,9,32.22222222222222,15.0,67.0
Colorado,1981-06-01,18,33.77777777777778,20.0,46.0
Colorado,1981-07-01,20,36.3,18.0,67.0
Colorado,1981-08-01,13,31.076923076923077,12.0,48.0
Colorado,1981-09-01,7,37.42857142857143,18.0,54.0
Colorado,1981-10-01,12,29.666666666666668,22.0,43.0
Colorado,1981-11-01,9,30.22222222222222,18.0,57.0
Colorado,1981-12-01,9,32.0,18.0,45.0
Colorado,1982-01-01,15,31.2,15.0,53.0
Colorado,1982-02-01,9,27.77777777777778,12.0,52.0
Colorado,1982-03-01,12,28.583333333333332,17.0,42.0
Colorado,1982-04-01,15,29.6,14.0,62.0
Colorado,1982-05-01,10,30.8,19.0,45.0
Colorado,1982-06-01,11,32.36363636363637,16.0,48.0
Colorado,1982-07-01,9,26.0,9.0,41.0
Colorado,1982-08-01,16,30.4375,18.0,68.0
Colorado,1982-09-01,9,30.0,20.0,46.0
Colorado,1982-10-01,8,30.125,18.0,45.0
Colorado,1982-11-01,13,28.923076923076923,14.0,57.0
Colorado,1982-12-01,12,29.083333333333332,16.0,42.0
Colorado,1983-01-01,7,29.714285714285715,16.0,47.0
Colorado,1983-02-01,14,31.071428571428573,17.0,64.0
Colorado,1983-03-01,15,31.733333333333334,20.0,47.0
Colorado,1983-04-01,13,33.61538461538461,17.0,60.0
Colorado,1983-05-01,12,28.5,13.0,64.0
Colorado,1983-06-01,16,27.9375,15.0,52.0
Colorado,1983-07-01,11,34.18181818181818,18.0,69.0
Colorado,1983-08-01,14,28.642857142857142,14.0,63.0
Colorado,1983-09-01,14,30.714285714285715,18.0,53.0
Colorado,1983-10-01,16,34.625,20.0,76.0
Colorado,1983-11-01,16,32.3125,20.0,45.0
Colorado,1983-12-01,6,36.666666666666664,21.0,52.0
Colorado,1984-01-01,18,29.944444444444443,14.0,70.0
Colorado,1984-02-01,12,32.583333333333336,17.0,43.0
Colorado,1984-03-01,12,32.833333333333336,9.0,50.0
Colorado,1984-04-01,12,26.333333333333332,14.0,51.0
Colorado,1984-05-01,9,34.666666666666664,18.0,57.0
Colorado,1984-06-01,5,45.0,31.0,60.0
Colorado,1984-07-01,17,31.058823529411764,15.0,69.0
Colorado,1984-08-01,10,33.3,21.0,43.0
Colorado,1984-09-01,11,30.636363636363637,17.0,40.0
Colorado,1984-10-01,8,26.375,22.0,35.0
Colorado,1984-11-01,17,27.11764705882353,17.0,65.0
Colorado,1984-12-01,16,28.6875,19.0,54.0
Colorado,1985-01-01,16,28.0625,15.0,46.0
Colorado,1985-02-01,8,39.0,20.0,71.0
Colorado,1985-03-01,13,28.615384615384617,17.0,41.0
Colorado,1985-04-01,10,31.2,15.0,49.0
Colorado,1985-05-01,10,29.0,15.0,50.0
Colorado,1985-06-01,6,18.0,13.0,31.0
Colorado,1985-07-01,27,31.37037037037037,17.0,54.0
Colorado,1985-08-01,11,27.454545454545453,18.0,44.0
Colorado,1985-09-01,16,35.25,18.0,72.0
Colorado,1985-10-01,14,29.214285714285715,18.0,50.0
Colorado,1985-11-01,12,30.416666666666668,16.0,54.0
Colorado,1985-12-01,16,35.75,19.0,65.0
Colorado,1986-01-01,10,32.4,19.0,53.0
Colorado,1986-02-01,9,34.666666666666664,23.0,53.0
Colorado,1986-03-01,15,28.866666666666667,10.0,81.0
Colorado,1986-04-01,14,30.714285714285715,13.0,62.0
Colorado,1986-05-01,20,32.8,19.0,56.0
Colorado,1986-06-01,16,24.25,10.0,33.0
Colorado,1986-07-01,19,32.526315789473685,12.0,70.0
Colorado,1986-08-01,11,29.818181818181817,16.0,53.0
Colorado,1986-09-01,19,31.0,8.0,64.0
Colorado,1986-10-01,21,32.23809523809524,18.0,68.0
Colorado,1986-11-01,16,33.0,18.0,55.0
Colorado,1986-12-01,15,29.533333333333335,17.0,56.0
Colorado,1987-01-01,10,39.7,24.0,83.0
Colorado,1987-02-01,11,27.454545454545453,14.0,46.0
Colorado,1987-03-01,10,32.5,18.0,42.0
Colorado,1987-04-01,13,31.76923076923077,22.0,51.0
Colorado,1987-05-01,18,30.666666666666668,20.0,50.0
Colorado,1987-06-01,16,34.5625,19.0,67.0
Colorado,1987-07-01,12,30.0,19.0,49.0
Colorado,1987-08-01,12,37.333333333333336,21.0,56.0
Colorado,1987-09-01,14,31.0,17.0,61.0
Colorado,1987-10-01,17,28.058823529411764,17.0,41.0
Colorado,1987-11-01,11,32.54545454545455,21.0,45.0
Colorado,1987-12-01,10,27.0,19.0,39.0
Colorado,1988-01-01,24,34.75,19.0,57.0
Colorado,1988-02-01,13,27.923076923076923,13.0,40.0
Colorado,1988-03-01,14,36.92857142857143,17.0,76.0
Colorado,1988-04-01,13,28.23076923076923,16.0,35.0
Colorado,1988-05-01,11,28.545454545454547,16.0,46.0
Colorado,1988-06-01,5,24.4,18.0,31.0
Colorado,1988-07-01,8,32.625,18.0,47.0
Colorado,1988-08-01,6,27.833333333333332,20.0,36.0
Colorado,1988-09-01,18,31.0,15.0,60.0
Colorado,1988-10-01,17,29.764705882352942,20.0,52.0
Colorado,1988-11-01,11,30.363636363636363,12.0,60.0
Colorado,1988-12-01,14,33.642857142857146,17.0,53.0
Colorado,1989-01-01,14,23.5,15.0,36.0
Colorado,1989-02-01,14,33.357142857142854,16.0,45.0
Colorado,1989-03-01,10,26.9,17.0,58.0
Colorado,1989-04-01,5,32.6,17.0,44.0
Colorado,1989-05-01,15,30.733333333333334,18.0,47.0
Colorado,1989-06-01,11,29.272727272727273,19.0,45.0
Colorado,1989-07-01,10,34.4,20.0,51.0
Colorado,1989-08-01,11,29.90909090909091,20.0,42.0
Colorado,1989-09-01,13,32.15384615384615,16.0,50.0
Colorado,1989-10-01,7,31.714285714285715,18.0,44.0
Colorado,1989-11-01,16,34.9375,15.0,69.0
Colorado,1989-12-01,12,24.833333333333332,14.0,42.0
Colorado,1990-01-01,11,48.18181818181818,17.0,73.0
Colorado,1990-02-01,13,29.384615384615383,18.0,58.0
Colorado,1990-03-01,17,28.176470588235293,16.0,43.0
Colorado,1990-04-01,9,26.444444444444443,13.0,46.0
Colorado,1990-05-01,12,38.75,19.0,69.0
Colorado,1990-06-01,8,26.625,15.0,41.0
Colorado,1990-07-01,15,28.2,16.0,50.0
Colorado,1990-08-01,14,35.57142857142857,19.0,70.0
Colorado,1990-09-01,12,31.333333333333332,4.0,92.0
Colorado,1990-10-01,7,27.857142857142858,15.0,45.0
Colorado,1990-11-01,6,28.0,19.0,36.0
Colorado,1990-12-01,18,29.055555555555557,16.0,48.0
Colorado,1991-01-01,15,32.13333333333333,18.0,76.0
Colorado,1991-02-01,11,30.272727272727273,2.0,51.0
Colorado,1991-03-01,12,34.416666666666664,17.0,54.0
Colorado,1991-04-01,8,33.125,12.0,68.0
Colorado,1991-05-01,14,34.0,16.0,59.0
Colorado,1991-06-01,23,34.65217391304348,18.0,57.0
Colorado,1991-07-01,8,27.875,17.0,52.0
Colorado,1991-08-01,20,23.25,16.0,38.0
Colorado,1991-09-01,11,25.454545454545453,15.0,43.0
Colorado,1991-10-01,10,30.7,17.0,61.0
Colorado,1991-11-01,17,28.58823529411765,15.0,65.0
Colorado,1991-12-01,14,27.857142857142858,6.0,45.0
Colorado,1992-01-01,11,30.09090909090909,19.0,48.0
Colorado,1992-02-01,10,26.1,15.0,42.0
Colorado,1992-03-01,17,29.176470588235293,18.0,47.0
Colorado,1992-04-01,21,30.857142857142858,18.0,60.0
Colorado,1992-05-01,13,34.07692307692308,17.0,67.0
Colorado,1992-06-01,13,26.153846153846153,15.0,48.0
Colorado,1992-07-01,13,30.46153846153846,14.0,46.0
Colorado,1992-08-01,18,36.44444444444444,16.0,83.0
Colorado,1992-09-01,10,35.3,16.0,73.0
Colorado,1992-10-01,8,22.125,14.0,31.0
Colorado,1992-11-01,18,30.27777777777778,18.0,53.0
Colorado,1992-12-01,16,26.3125,15.0,43.0
Colorado,1993-01-01,16,33.6875,16.0,52.0
Colorado,1993-02-01,12,30.666666666666668,15.0,60.0
Colorado,1993-03-01,12,26.25,15.0,50.0
Colorado,1993-04-01,13,35.69230769230769,24.0,62.0
Colorado,1993-05-01,11,25.90909090909091,15.0,50.0
Colorado,1993-06-01,9,23.88888888888889,14.0,43.0
Colorado,1993-07-01,17,35.705882352941174,20.0,70.0
Colorado,1993-08-01,14,26.357142857142858,13.0,43.0
Colorado,1993-09-01,10,33.1,18.0,59.0
Colorado,1993-10-01,7,22.285714285714285,14.0,40.0
Colorado,1993-11-01,11,25.272727272727273,14.0,40.0
Colorado,1993-12-01,15,27.0,17.0,55.0
Colorado,1994-01-01,12,25.916666666666668,13.0,41.0
Colorado,1994-02-01,10,32.7,16.0,60.0
Colorado,1994-03-01,7,34.142857142857146,16.0,71.0
Colorado,1994-04-01,9,29.333333333333332,14.0,47.0
Colorado,1994-05-01,11,25.818181818181817,16.0,38.0
Colorado,1994-06-01,11,26.181818181818183,17.0,45.0
Colorado,1994-07-01,7,28.428571428571427,15.0,51.0
Colorado,1994-08-01,14,27.928571428571427,17.0,48.0
Colorado,1994-09-01,13,26.307692307692307,19.0,50.0
Colorado,1994-10-01,10,32.2,16.0,55.0
Colorado,1994-11-01,15,26.266666666666666,18.0,55.0
Colorado,1994-12-01,8,28.25,18.0,44.0
Colorado,1995-01-01,17,29.0,16.0,60.0
Colorado,1995-02-01,22,31.90909090909091,13.0,72.0
Colorado,1995-03-01,12,28.833333333333332,20.0,43.0
Colorado,1995-04-01,17,32.1764705882353,15.0,58.0
Colorado,1995-05-01,12,31.333333333333332,14.0,56.0
Colorado,1995-06-01,16,28.1875,10.0,51.0
Colorado,1995-07-01,11,30.09090909090909,16.0,48.0
Colorado,1995-08-01,20,31.05,13.0,55.0
Colorado,1995-09-01,11,32.54545454545455,19.0,64.0
Colorado,1995-10-01,10,29.8,16.0,61.0
Colorado,1995-11-01,9,23.22222222222222,14.0,33.0
Colorado,1995-12-01,13,33.46153846153846,16.0,72.0
Colorado,1996-01-01,11,30.363636363636363,14.0,46.0
Colorado,1996-02-01,8,24.625,16.0,36.0
Colorado,1996-03-01,7,33.57142857142857,15.0,63.0
Colorado,1996-04-01,7,39.142857142857146,16.0,75.0
Colorado,1996-05-01,6,24.666666666666668,17.0,38.0
Colorado,1996-06-01,4,27.75,10.0,39.0
Colorado,1996-07-01,12,33.833333333333336,16.0,55.0
Colorado,1996-08-01,7,31.857142857142858,20.0,55.0
Colorado,1996-09-01,9,25.77777777777778,14.0,41.0
Colorado,1996-10-01,6,30.333333333333332,16.0,62.0
Colorado,1996-11-01,8,22.125,17.0,32.0
Colorado,1996-12-01,58,32.55172413793103,14.0,82.0
Colorado,1997-01-01,8,34.75,18.0,56.0
Colorado,1997-02-01,13,29.692307692307693,16.0,58.0
Colorado,1997-03-01,7,31.857142857142858,19.0,58.0
Colorado,1997-04-01,9,36.77777777777778,20.0,79.0
Colorado,1997-05-01,16,30.1875,13.0,71.0
Colorado,1997-06-01,11,36.0,21.0,62.0
Colorado,1997-07-01,11,30.0,12.0,46.0
Colorado,1997-08-01,12,32.416666666666664,17.0,50.0
Colorado,1997-09-01,8,34.375,18.0,51.0
Colorado,1997-10-01,14,31.357142857142858,15.0,82.0
Colorado,1997-11-01,6,20.5,15.0,26.0
Colorado,1997-12-01,10,30.2,16.0,93.0
Colorado,1998-01-01,10,28.2,17.0,51.0
Colorado,1998-02-01,5,39.6,25.0,49.0
Colorado,1998-03-01,6,27.5,17.0,51.0
Colorado,1998-04-01,7,25.142857142857142,14.0,32.0
Colorado,1998-05-01,3,32.333333333333336,28.0,35.0
Colorado,1998-06-01,6,22.5,6.0,40.0
Colorado,1998-07-01,9,32.888888888888886,16.0,57.0
Colorado,1998-08-01,2,31.5,23.0,40.0
Colorado,1998-09-01,3,23.666666666666668,22.0,26.0
Colorado,1998-10-01,8,23.0,14.0,41.0
Colorado,1998-11-01,9,27.0,17.0,37.0
Colorado,1998-12-01,92,29.58695652173913,11.0,67.0
Colorado,1999-01-01,12,25.083333333333332,17.0,38.0
Colorado,1999-02-01,7,22.714285714285715,17.0,34.0
Colorado,1999-03-01,9,31.88888888888889,18.0,53.0
Colorado,1999-04-01,21,21.952380952380953,17.0,56.0
Colorado,1999-05-01,9,25.77777777777778,14.0,35.0
Colorado,1999-06-01,8,27.625,15.0,44.0
Colorado,1999-07-01,14,30.928571428571427,13.0,57.0
Colorado,1999-08-01,12,26.75,13.0,49.0
Colorado,1999-09-01,15,26.466666666666665,17.0,38.0
Colorado,1999-10-01,15,26.066666666666666,15.0,49.0
Colorado,1999-11-01,8,30.125,18.0,45.0
Colorado,1999-12-01,25,31.44,14.0,56.0
Colorado,2000-01-01,12,36.166666666666664,16.0,63.0
Colorado,2000-02-01,9,25.88888888888889,18.0,43.0
Colorado,2000-03-01,3,37.333333333333336,26.0,44.0
Colorado,2000-04-01,7,23.714285714285715,15.0,42.0
Colorado,2000-05-01,10,33.9,16.0,53.0
Colorado,2000-06-01,11,42.0,19.0,64.0
Colorado,2000-07-01,7,23.285714285714285,18.0,40.0
Colorado,2000-08-01,5,43.6,32.0,56.0
Colorado,2000-09-01,12,26.416666666666668,16.0,63.0
Colorado,2000-10-01,7,40.857142857142854,20.0,57.0
Colorado,2000-11-01,6,36.333333333333336,22.0,60.0
Colorado,2000-12-01,18,37.333333333333336,19.0,64.0
Colorado,2001-01-01,13,28.846153846153847,17.0,72.0
Colorado,2001-02-01,6,30.666666666666668,22.0,47.0
Colorado,2001-03-01,15,28.6,5.0,51.0
Colorado,2001-04-01,10,36.0,18.0,59.0
Colorado,2001-05-01,6,28.833333333333332,17.0,60.0
Colorado,2001-06-01,10,28.0,18.0,40.0
Colorado,2001-07-01,8,28.125,17.0,51.0
Colorado,2001-08-01,10,41.0,17.0,62.0
Colorado,2001-09-01,7,31.428571428571427,17.0,44.0
Colorado,2001-10-01,6,39.666666666666664,24.0,85.0
Colorado,2001-11-01,12,29.083333333333332,15.0,51.0
Colorado,2001-12-01,22,32.81818181818182,16.0,53.0
Colorado,2002-01-01,12,39.0,24.0,50.0
Colorado,2002-02-01,8,32.5,20.0,49.0
Colorado,2002-03-01,8,29.0,23.0,37.0
Colorado,2002-04-01,10,29.2,17.0,65.0
Colorado,2002-05-01,8,30.375,18.0,56.0
Colorado,2002-06-01,6,32.5,19.0,62.0
Colorado,2002-07-01,12,38.416666666666664,17.0,58.0
Colorado,2002-08-01,15,33.6,20.0,54.0
Colorado,2002-09-01,13,37.23076923076923,19.0,69.0
Colorado,2002-10-01,13,28.307692307692307,16.0,68.0
Colorado,2002-11-01,9,23.555555555555557,16.0,50.0
Colorado,2002-12-01,28,39.17857142857143,19.0,80.0
Colorado,2003-01-01,10,31.0,19.0,78.0
Colorado,2003-02-01,7,29.857142857142858,19.0,47.0
Colorado,2003-03-01,10,31.4,19.0,50.0
Colorado,2003-04-01,8,39.875,17.0,93.0
Colorado,2003-05-01,7,33.285714285714285,22.0,59.0
Colorado,2003-06-01,8,39.125,25.0,70.0
Colorado,2003-07-01,9,24.0,14.0,37.0
Colorado,2003-08-01,10,26.8,18.0,59.0
Colorado,2003-09-01,13,29.153846153846153,15.0,44.0
Colorado,2003-10-01,16,30.5625,18.0,50.0
Colorado,2003-11-01,10,34.9,18.0,68.0
Colorado,2003-12-01,18,25.72222222222222,1.0,55.0
Colorado,2004-01-01,8,29.625,21.0,48.0
Colorado,2004-02-01,14,35.214285714285715,16.0,71.0
Colorado,2004-03-01,11,32.09090909090909,18.0,54.0
Colorado,2004-04-01,12,31.666666666666668,18.0,57.0
Colorado,2004-05-01,8,29.0,14.0,47.0
Colorado,2004-06-01,18,32.888888888888886,14.0,64.0
Colorado,2004-07-01,11,29.363636363636363,18.0,50.0
Colorado,2004-08-01,11,32.0,20.0,48.0
Colorado,2004-09-01,11,29.272727272727273,20.0,41.0
Colorado,2004-10-01,11,34.0,16.0,55.0
Colorado,2004-11-01,17,32.11764705882353,17.0,52.0
Colorado,2004-12-01,18,32.94444444444444,15.0,74.0
Colorado,2005-01-01,11,28.727272727272727,16.0,59.0
Colorado,2005-02-01,8,41.0,19.0,83.0
Colorado,2005-03-01,8,33.75,14.0,78.0
Colorado,2005-04-01,8,33.75,21.0,49.0
Colorado,2005-05-01,14,27.714285714285715,17.0,43.0
Colorado,2005-06-01,14,29.071428571428573,16.0,45.0
Colorado,2005-07-01,10,28.0,19.0,43.0
Colorado,2005-08-01,19,40.63157894736842,19.0,80.0
Colorado,2005-09-01,15,29.733333333333334,19.0,48.0
Colorado,2005-10-01,12,37.75,18.0,63.0
Colorado,2005-11-01,8,30.25,17.0,42.0
Colorado,2005-12-01,9,32.22222222222222,17.0,59.0
Colorado,2006-01-01,6,22.5,18.0,26.0
Colorado,2006-02-01,5,27.4,20.0,35.0
Colorado,2006-03-01,10,30.4,15.0,41.0
Colorado,2006-04-01,10,34.1,16.0,50.0
Colorado,2006-05-01,6,31.0,19.0,48.0
Colorado,2006-06-01,14,32.57142857142857,15.0,54.0
Colorado,2006-07-01,9,32.333333333333336,17.0,44.0
Colorado,2006-08-01,9,28.88888888888889,18.0,54.0
Colorado,2006-09-01,13,36.15384615384615,19.0,60.0
Colorado,2006-10-01,14,27.5,17.0,55.0
Colorado,2006-11-01,6,37.166666666666664,23.0,61.0
Colorado,2006-12-01,17,28.705882352941178,18.0,47.0
Colorado,2007-01-01,6,39.666666666666664,25.0,78.0
Colorado,2007-02-01,8,29.375,17.0,45.0
Colorado,2007-03-01,3,46.666666666666664,43.0,50.0
Colorado,2007-04-01,9,34.55555555555556,16.0,61.0
Colorado,2007-05-01,9,29.555555555555557,17.0,46.0
Colorado,2007-06-01,13,31.53846153846154,17.0,51.0
Colorado,2007-07-01,16,27.0,16.0,48.0
Colorado,2007-08-01,12,36.416666666666664,19.0,82.0
Colorado,2007-09-01,13,29.307692307692307,18.0,53.0
Colorado,2007-10-01,13,32.0,16.0,42.0
Colorado,2007-11-01,8,41.875,17.0,74.0
Colorado,2007-12-01,18,30.666666666666668,16.0,54.0
Colorado,2008-01-01,18,35.0,16.0,63.0
Colorado,2008-02-01,11,35.27272727272727,19.0,61.0
Colorado,2008-03-01,9,36.44444444444444,23.0,45.0
Colorado,2008-04-01,11,35.18181818181818,20.0,49.0
Colorado,2008-05-01,12,37.0,18.0,85.0
Colorado,2008-06-01,16,33.375,17.0,51.0
Colorado,2008-07-01,13,34.38461538461539,17.0,58.0
Colorado,2008-08-01,9,27.444444444444443,19.0,43.0
Colorado,2008-09-01,10,31.7,19.0,51.0
Colorado,2008-10-01,11,30.727272727272727,19.0,63.0
Colorado,2008-11-01,13,24.923076923076923,19.0,38.0
Colorado,2008-12-01,9,28.22222222222222,18.0,43.0
Colorado,2009-01-01,15,26.066666666666666,14.0,58.0
Colorado,2009-02-01,12,35.75,16.0,91.0
Colorado,2009-03-01,14,40.357142857142854,17.0,64.0
Colorado,2009-04-01,12,33.083333333333336,22.0,46.0
Colorado,2009-05-01,15,31.933333333333334,13.0,58.0
Colorado,2009-06-01,14,27.785714285714285,15.0,49.0
Colorado,2009-07-01,14,31.928571428571427,17.0,56.0
Colorado,2009-08-01,10,29.1,16.0,54.0
Colorado,2009-09-01,10,26.7,18.0,45.0
Colorado,2009-10-01,8,33.75,18.0,53.0
Colorado,2009-11-01,17,34.64705882352941,16.0,76.0
Colorado,2009-12-01,16,33.875,14.0,58.0
Colorado,2010-01-01,7,29.857142857142858,16.0,48.0
Colorado,2010-02-01,5,28.6,14.0,54.0
Colorado,2010-03-01,9,30.77777777777778,22.0,48.0
Colorado,2010-04-01,14,35.92857142857143,18.0,66.0
Colorado,2010-05-01,13,42.46153846153846,30.0,55.0
Colorado,2010-06-01,11,35.90909090909091,17.0,64.0
Colorado,2010-07-01,15,32.2,17.0,62.0
Colorado,2010-08-01,4,28.0,22.0,30.0
Colorado,2010-09-01,12,27.666666666666668,18.0,57.0
Colorado,2010-10-01,13,36.46153846153846,21.0,54.0
Colorado,2010-11-01,9,30.22222222222222,16.0,48.0
Colorado,2010-12-01,5,45.8,34.0,59.0
Colorado,2011-01-01,10,28.5,16.0,44.0
Colorado,2011-02-01,9,33.44444444444444,18.0,57.0
Colorado,2011-03-01,18,30.166666666666668,12.0,57.0
Colorado,2011-04-01,15,34.86666666666667,19.0,71.0
Colorado,2011-05-01,10,40.4,24.0,69.0
Colorado,2011-06-01,10,45.9,24.0,63.0
Colorado,2011-07-01,14,30.928571428571427,13.0,60.0
Colorado,2011-08-01,12,37.916666666666664,19.0,71.0
Colorado,2011-09-01,13,34.23076923076923,21.0,57.0
Colorado,2011-10-01,10,41.3,18.0,82.0
Colorado,2011-11-01,9,29.555555555555557,19.0,63.0
Colorado,2011-12-01,14,30.714285714285715,18.0,53.0
Colorado,2012-01-01,8,26.25,20.0,38.0
Colorado,2012-02-01,12,35.583333333333336,16.0,60.0
Colorado,2012-03-01,11,36.72727272727273,19.0,69.0
Colorado,2012-04-01,11,33.72727272727273,17.0,54.0
Colorado,2012-05-01,13,35.07692307692308,21.0,66.0
Colorado,2012-06-01,16,37.5,15.0,71.0
Colorado,2012-07-01,23,30.217391304347824,20.0,64.0
Colorado,2012-08-01,11,29.636363636363637,14.0,52.0
Colorado,2012-09-01,7,35.0,20.0,68.0
Colorado,2012-10-01,17,28.823529411764707,17.0,62.0
Colorado,2012-11-01,9,37.0,18.0,58.0
Colorado,2012-12-01,10,37.2,20.0,64.0
Colorado,2013-01-01,26,38.11538461538461,18.0,80.0
Colorado,2013-02-01,14,32.57142857142857,21.0,74.0
Colorado,2013-03-01,15,30.0,13.0,65.0
Colorado,2013-04-01,15,34.8,15.0,59.0
Colorado,2013-05-01,10,34.9,19.0,69.0
Colorado,2013-06-01,9,34.55555555555556,16.0,53.0
Colorado,2013-07-01,12,38.416666666666664,21.0,54.0
Colorado,2013-08-01,18,34.77777777777778,17.0,72.0
Colorado,2013-09-01,14,40.0,20.0,68.0
Colorado,2013-10-01,6,27.166666666666668,18.0,39.0
Colorado,2013-11-01,14,45.142857142857146,22.0,65.0
Colorado,2013-12-01,8,35.25,18.0,67.0
Colorado,2014-01-01,20,32.35,16.0,66.0
Colorado,2014-02-01,15,31.4,17.0,66.0
Colorado,2014-03-01,15,27.733333333333334,15.0,61.0
Colorado,2014-04-01,7,37.714285714285715,21.0,56.0
Colorado,2014-05-01,10,41.2,13.0,87.0
Colorado,2014-06-01,12,35.25,18.0,56.0
Colorado,2014-07-01,14,34.714285714285715,20.0,73.0
Colorado,2014-08-01,15,37.46666666666667,25.0,57.0
Colorado,2014-09-01,4,44.25,17.0,78.0
Colorado,2014-10-01,15,34.06666666666667,19.0,81.0
Colorado,2014-11-01,9,35.77777777777778,15.0,61.0
Colorado,2014-12-01,7,32.857142857142854,16.0,41.0
Colorado,2015-01-01,9,39.666666666666664,20.0,56.0
Colorado,2015-02-01,11,44.0,18.0,87.0
Colorado,2015-03-01,10,33.3,20.0,57.0
Colorado,2015-04-01,9,44.111111111111114,18.0,72.0
Colorado,2015-05-01,8,38.25,27.0,45.0
Colorado,2015-06-01,13,32.61538461538461,20.0,51.0
Colorado,2015-07-01,18,28.11111111111111,16.0,44.0
Colorado,2015-08-01,7,36.0,16.0,70.0
Colorado,2015-09-01,18,32.888888888888886,17.0,79.0
Colorado,2015-10-01,16,36.0625,21.0,59.0
Colorado,2015-11-01,19,39.36842105263158,19.0,83.0
Colorado,2015-12-01,17,42.05882352941177,18.0,99.0
Colorado,2016-01-01,7,31.428571428571427,17.0,45.0
Colorado,2016-02-01,11,32.54545454545455,17.0,51.0
Colorado,2016-03-01,10,35.7,18.0,53.0
Colorado,2016-04-01,16,34.0,17.0,62.0
Colorado,2016-05-01,19,31.105263157894736,17.0,48.0
Colorado,2016-06-01,14,41.285714285714285,18.0,66.0
Colorado,2016-07-01,14,33.0,19.0,65.0
Colorado,2016-08-01,16,36.125,18.0,81.0
Colorado,2016-09-01,18,36.888888888888886,21.0,52.0
Colorado,2016-10-01,20,38.2,16.0,79.0
Colorado,2016-11-01,26,30.73076923076923,16.0,54.0
Colorado,2016-12-01,9,27.88888888888889,21.0,44.0
Colorado,2017-01-01,15,31.6,23.0,56.0
Colorado,2017-02-01,16,32.25,18.0,49.0
Colorado,2017-03-01,15,29.8,17.0,71.0
Colorado,2017-04-01,19,29.263157894736842,19.0,47.0
Colorado,2017-05-01,25,31.36,15.0,62.0
Colorado,2017-06-01,16,35.25,15.0,78.0
Colorado,2017-07-01,25,34.16,18.0,59.0
Colorado,2017-08-01,14,29.857142857142858,18.0,43.0
Colorado,2017-09-01,16,30.9375,16.0,57.0
Colorado,2017-10-01,20,32.9,19.0,60.0
Colorado,2017-11-01,16,33.25,15.0,53.0
Colorado,2017-12-01,16,32.1875,16.0,85.0
Colorado,2018-01-01,23,33.608695652173914,19.0,62.0
Colorado,2018-02-01,12,31.25,18.0,51.0
Colorado,2018-03-01,18,30.77777777777778,13.0,55.0
Colorado,2018-04-01,24,31.375,18.0,64.0
Colorado,2018-05-01,19,35.94736842105263,15.0,69.0
Colorado,2018-06-01,25,34.88,16.0,76.0
Colorado,2018-07-01,20,30.55,14.0,73.0
Colorado,2018-08-01,22,30.772727272727273,16.0,55.0
Colorado,2018-09-01,14,34.07142857142857,18.0,64.0
Colorado,2018-10-01,19,29.94736842105263,15.0,63.0
Colorado,2018-11-01,15,27.8,16.0,39.0
Colorado,2018-12-01,15,28.466666666666665,12.0,52.0
Colorado,2019-01-01,12,31.916666666666668,1.0,56.0
Colorado,2019-02-01,14,38.07142857142857,19.0,76.0
Colorado,2019-03-01,14,37.285714285714285,16.0,69.0
Colorado,2019-04-01,21,34.76190476190476,17.0,67.0
Colorado,2019-05-01,23,37.95652173913044,17.0,86.0
Colorado,2019-06-01,18,41.55555555555556,16.0,73.0
Colorado,2019-07-01,24,39.0,19.0,68.0
Colorado,2019-08-01,23,29.0,17.0,66.0
Colorado,2019-09-01,20,31.55,13.0,50.0
Colorado,2019-10-01,25,34.52,18.0,57.0
Colorado,2019-11-01,15,37.666666666666664,20.0,59.0
