State,Date,OffAge,OffAge,OffAge,OffAge
,,count,mean,min,max
Michigan,1997-06-01,23,30.52173913043478,16.0,72.0
Michigan,1997-07-01,23,28.347826086956523,14.0,50.0
Michigan,1997-08-01,41,31.658536585365855,15.0,68.0
Michigan,1997-09-01,30,28.633333333333333,14.0,70.0
Michigan,1997-10-01,24,32.25,15.0,70.0
Michigan,1997-11-01,28,34.892857142857146,16.0,73.0
Michigan,1997-12-01,39,27.615384615384617,16.0,48.0
Michigan,1998-01-01,35,30.428571428571427,15.0,76.0
Michigan,1998-02-01,29,28.06896551724138,13.0,74.0
Michigan,1998-03-01,38,29.289473684210527,15.0,84.0
Michigan,1998-04-01,34,31.294117647058822,16.0,55.0
Michigan,1998-05-01,41,33.48780487804878,16.0,53.0
Michigan,1998-06-01,38,29.657894736842106,14.0,66.0
Michigan,1998-07-01,29,27.551724137931036,15.0,61.0
Michigan,1998-08-01,29,32.86206896551724,14.0,75.0
Michigan,1998-09-01,42,28.69047619047619,8.0,68.0
Michigan,1998-10-01,32,29.0,13.0,66.0
Michigan,1998-11-01,23,30.565217391304348,17.0,81.0
Michigan,1998-12-01,37,29.135135135135137,15.0,74.0
Michigan,1999-01-01,29,31.448275862068964,19.0,53.0
Michigan,1999-02-01,36,29.833333333333332,15.0,59.0
Michigan,1999-03-01,28,31.964285714285715,18.0,72.0
Michigan,1999-04-01,32,27.6875,15.0,61.0
Michigan,1999-05-01,32,27.53125,13.0,46.0
Michigan,1999-06-01,29,26.689655172413794,16.0,60.0
Michigan,1999-07-01,42,32.642857142857146,15.0,66.0
Michigan,1999-08-01,29,29.06896551724138,18.0,51.0
Michigan,1999-09-01,27,29.962962962962962,17.0,57.0
Michigan,1999-10-01,44,31.795454545454547,16.0,67.0
Michigan,1999-11-01,30,28.166666666666668,17.0,60.0
Michigan,1999-12-01,23,32.47826086956522,15.0,52.0
Michigan,2000-01-01,34,25.0,17.0,48.0
Michigan,2000-02-01,30,30.0,6.0,63.0
Michigan,2000-03-01,36,27.25,15.0,47.0
Michigan,2000-04-01,42,35.61904761904762,17.0,76.0
Michigan,2000-05-01,35,26.4,14.0,54.0
Michigan,2000-06-01,27,28.14814814814815,16.0,49.0
Michigan,2000-07-01,35,26.457142857142856,16.0,47.0
Michigan,2000-08-01,36,33.5,15.0,54.0
Michigan,2000-09-01,25,34.08,17.0,63.0
Michigan,2000-10-01,32,29.96875,18.0,57.0
Michigan,2000-11-01,34,29.176470588235293,16.0,56.0
Michigan,2000-12-01,24,27.375,17.0,45.0
Michigan,2001-01-01,24,30.083333333333332,15.0,62.0
Michigan,2001-02-01,33,30.757575757575758,16.0,63.0
Michigan,2001-03-01,23,32.04347826086956,18.0,81.0
Michigan,2001-04-01,24,32.25,15.0,99.0
Michigan,2001-05-01,31,27.806451612903224,14.0,68.0
Michigan,2001-06-01,32,29.3125,15.0,67.0
Michigan,2001-07-01,33,34.15151515151515,18.0,90.0
Michigan,2001-08-01,32,25.8125,14.0,48.0
Michigan,2001-09-01,30,32.233333333333334,15.0,65.0
Michigan,2001-10-01,37,28.243243243243242,17.0,62.0
Michigan,2001-11-01,31,27.967741935483872,13.0,47.0
Michigan,2001-12-01,30,26.666666666666668,16.0,49.0
Michigan,2002-01-01,41,34.146341463414636,10.0,77.0
Michigan,2002-02-01,22,33.09090909090909,20.0,58.0
Michigan,2002-03-01,20,34.15,19.0,76.0
Michigan,2002-04-01,34,32.76470588235294,12.0,64.0
Michigan,2002-05-01,21,33.80952380952381,21.0,55.0
Michigan,2002-06-01,26,28.0,14.0,52.0
Michigan,2002-07-01,35,30.571428571428573,17.0,57.0
Michigan,2002-08-01,33,31.424242424242426,14.0,59.0
Michigan,2002-09-01,30,27.466666666666665,14.0,53.0
Michigan,2002-10-01,34,29.294117647058822,10.0,47.0
Michigan,2002-11-01,34,30.41176470588235,15.0,65.0
Michigan,2002-12-01,38,30.526315789473685,18.0,61.0
Michigan,2003-01-01,26,36.11538461538461,17.0,80.0
Michigan,2003-02-01,19,35.1578947368421,18.0,74.0
Michigan,2003-03-01,28,30.928571428571427,18.0,48.0
Michigan,2003-04-01,27,28.40740740740741,16.0,50.0
Michigan,2003-05-01,24,27.791666666666668,18.0,51.0
Michigan,2003-06-01,20,36.75,18.0,78.0
Michigan,2003-07-01,39,32.76923076923077,16.0,73.0
Michigan,2003-08-01,34,34.588235294117645,13.0,76.0
Michigan,2003-09-01,25,29.76,17.0,48.0
Michigan,2003-10-01,26,31.884615384615383,16.0,72.0
Michigan,2003-11-01,25,33.32,15.0,60.0
Michigan,2003-12-01,21,30.047619047619047,17.0,60.0
Michigan,2004-01-01,21,36.666666666666664,21.0,71.0
Michigan,2004-02-01,24,27.041666666666668,15.0,56.0
Michigan,2004-03-01,27,33.25925925925926,16.0,81.0
Michigan,2004-04-01,26,33.61538461538461,19.0,67.0
Michigan,2004-05-01,24,32.5,15.0,62.0
Michigan,2004-06-01,24,34.416666666666664,15.0,69.0
Michigan,2004-07-01,29,34.13793103448276,15.0,60.0
Michigan,2004-08-01,36,31.555555555555557,17.0,58.0
Michigan,2004-09-01,35,28.057142857142857,16.0,51.0
Michigan,2004-10-01,23,36.08695652173913,17.0,64.0
Michigan,2004-11-01,19,35.89473684210526,16.0,62.0
Michigan,2004-12-01,28,34.92857142857143,16.0,67.0
Michigan,2005-01-01,30,39.733333333333334,17.0,99.0
Michigan,2005-02-01,23,29.565217391304348,18.0,57.0
Michigan,2005-03-01,19,31.210526315789473,16.0,99.0
Michigan,2005-04-01,28,27.464285714285715,1.0,57.0
Michigan,2005-05-01,28,33.5,15.0,99.0
Michigan,2005-06-01,36,30.97222222222222,1.0,99.0
Michigan,2005-07-01,38,29.657894736842106,1.0,99.0
Michigan,2005-08-01,17,35.0,6.0,54.0
Michigan,2005-09-01,34,32.64705882352941,17.0,74.0
Michigan,2005-10-01,41,35.26829268292683,17.0,99.0
Michigan,2005-11-01,26,30.0,15.0,53.0
Michigan,2005-12-01,24,32.291666666666664,16.0,71.0
Michigan,2006-01-01,28,26.678571428571427,17.0,55.0
Michigan,2006-02-01,32,30.125,13.0,75.0
Michigan,2006-03-01,22,33.54545454545455,17.0,88.0
Michigan,2006-04-01,34,31.470588235294116,15.0,56.0
Michigan,2006-05-01,37,32.78378378378378,15.0,60.0
Michigan,2006-06-01,36,32.52777777777778,14.0,59.0
Michigan,2006-07-01,41,32.19512195121951,15.0,87.0
Michigan,2006-08-01,32,33.40625,10.0,99.0
Michigan,2006-09-01,33,35.60606060606061,17.0,80.0
Michigan,2006-10-01,24,35.791666666666664,16.0,70.0
Michigan,2006-11-01,22,28.227272727272727,17.0,61.0
Michigan,2006-12-01,50,32.22,13.0,99.0
Michigan,2007-01-01,36,31.61111111111111,17.0,69.0
Michigan,2007-02-01,23,31.52173913043478,18.0,55.0
Michigan,2007-03-01,35,30.914285714285715,15.0,67.0
Michigan,2007-04-01,27,32.44444444444444,15.0,76.0
Michigan,2007-05-01,24,27.916666666666668,17.0,62.0
Michigan,2007-06-01,37,31.27027027027027,17.0,61.0
Michigan,2007-07-01,40,31.1,15.0,58.0
Michigan,2007-08-01,31,30.870967741935484,17.0,57.0
Michigan,2007-09-01,35,28.714285714285715,16.0,58.0
Michigan,2007-10-01,27,35.666666666666664,19.0,62.0
Michigan,2007-11-01,36,33.97222222222222,16.0,53.0
Michigan,2007-12-01,19,32.78947368421053,1.0,59.0
Michigan,2008-01-01,22,34.59090909090909,19.0,72.0
Michigan,2008-02-01,28,32.5,19.0,52.0
Michigan,2008-03-01,26,31.807692307692307,14.0,72.0
Michigan,2008-04-01,16,29.9375,18.0,47.0
Michigan,2008-05-01,21,33.666666666666664,17.0,90.0
Michigan,2008-06-01,26,26.192307692307693,15.0,47.0
Michigan,2008-07-01,33,32.696969696969695,16.0,73.0
Michigan,2008-08-01,19,32.36842105263158,19.0,56.0
Michigan,2008-09-01,31,29.193548387096776,14.0,53.0
Michigan,2008-10-01,23,29.347826086956523,18.0,50.0
Michigan,2008-11-01,28,33.07142857142857,12.0,91.0
Michigan,2008-12-01,11,31.181818181818183,16.0,49.0
Michigan,2009-01-01,22,28.272727272727273,16.0,53.0
Michigan,2009-02-01,23,35.73913043478261,18.0,79.0
Michigan,2009-03-01,20,29.2,17.0,47.0
Michigan,2009-04-01,28,35.714285714285715,19.0,67.0
Michigan,2009-05-01,40,34.575,14.0,85.0
Michigan,2009-06-01,28,33.285714285714285,15.0,71.0
Michigan,2009-07-01,38,31.763157894736842,12.0,84.0
Michigan,2009-08-01,50,29.52,15.0,73.0
Michigan,2009-09-01,26,37.73076923076923,18.0,72.0
Michigan,2009-10-01,22,33.18181818181818,15.0,73.0
Michigan,2009-11-01,31,34.70967741935484,19.0,61.0
Michigan,2009-12-01,26,34.30769230769231,17.0,66.0
Michigan,2010-01-01,34,32.55882352941177,13.0,62.0
Michigan,2010-02-01,24,31.666666666666668,16.0,57.0
Michigan,2010-03-01,33,29.545454545454547,14.0,63.0
Michigan,2010-04-01,24,27.125,16.0,63.0
Michigan,2010-05-01,26,33.34615384615385,18.0,65.0
Michigan,2010-06-01,28,28.571428571428573,16.0,55.0
Michigan,2010-07-01,37,31.08108108108108,17.0,55.0
Michigan,2010-08-01,31,31.35483870967742,15.0,66.0
Michigan,2010-09-01,20,36.25,15.0,62.0
Michigan,2010-10-01,25,32.24,17.0,59.0
Michigan,2010-11-01,26,27.423076923076923,17.0,46.0
Michigan,2010-12-01,24,29.458333333333332,16.0,59.0
Michigan,2011-01-01,27,35.851851851851855,17.0,65.0
Michigan,2011-02-01,22,28.454545454545453,18.0,51.0
Michigan,2011-03-01,36,29.11111111111111,13.0,73.0
Michigan,2011-04-01,30,29.333333333333332,17.0,70.0
Michigan,2011-05-01,26,31.307692307692307,17.0,62.0
Michigan,2011-06-01,39,34.666666666666664,15.0,61.0
Michigan,2011-07-01,28,29.607142857142858,16.0,71.0
Michigan,2011-08-01,35,32.42857142857143,17.0,68.0
Michigan,2011-09-01,32,31.75,19.0,88.0
Michigan,2011-10-01,32,31.6875,17.0,57.0
Michigan,2011-11-01,24,37.916666666666664,18.0,64.0
Michigan,2011-12-01,27,30.59259259259259,19.0,68.0
Michigan,2012-01-01,39,29.974358974358974,16.0,53.0
Michigan,2012-02-01,24,30.333333333333332,14.0,55.0
Michigan,2012-03-01,29,32.96551724137931,15.0,75.0
Michigan,2012-04-01,31,28.516129032258064,18.0,86.0
Michigan,2012-05-01,36,32.666666666666664,15.0,74.0
Michigan,2012-06-01,27,33.7037037037037,15.0,59.0
Michigan,2012-07-01,37,36.24324324324324,17.0,88.0
Michigan,2012-08-01,37,36.62162162162162,17.0,99.0
Michigan,2012-09-01,35,31.17142857142857,13.0,58.0
Michigan,2012-10-01,33,27.272727272727273,17.0,55.0
Michigan,2012-11-01,27,31.25925925925926,17.0,54.0
Michigan,2012-12-01,32,31.15625,19.0,79.0
Michigan,2013-01-01,40,31.725,16.0,61.0
Michigan,2013-02-01,29,35.758620689655174,14.0,70.0
Michigan,2013-03-01,35,32.48571428571429,17.0,66.0
Michigan,2013-04-01,33,31.151515151515152,18.0,59.0
Michigan,2013-05-01,27,32.55555555555556,17.0,73.0
Michigan,2013-06-01,31,33.67741935483871,13.0,81.0
Michigan,2013-07-01,46,33.891304347826086,18.0,68.0
Michigan,2013-08-01,39,30.102564102564102,18.0,64.0
Michigan,2013-09-01,27,31.11111111111111,16.0,68.0
Michigan,2013-10-01,27,31.962962962962962,17.0,52.0
Michigan,2013-11-01,28,30.892857142857142,12.0,57.0
Michigan,2013-12-01,18,41.611111111111114,20.0,91.0
Michigan,2014-01-01,26,36.80769230769231,16.0,68.0
Michigan,2014-02-01,31,33.83870967741935,18.0,76.0
Michigan,2014-03-01,25,28.52,15.0,51.0
Michigan,2014-04-01,36,31.02777777777778,17.0,73.0
Michigan,2014-05-01,38,33.28947368421053,15.0,65.0
Michigan,2014-06-01,36,31.27777777777778,15.0,83.0
Michigan,2014-07-01,47,29.404255319148938,14.0,56.0
Michigan,2014-08-01,32,27.84375,12.0,52.0
Michigan,2014-09-01,43,34.906976744186046,17.0,77.0
Michigan,2014-10-01,29,34.275862068965516,18.0,61.0
Michigan,2014-11-01,30,34.266666666666666,16.0,66.0
Michigan,2014-12-01,25,30.64,15.0,49.0
Michigan,2015-01-01,26,36.38461538461539,17.0,66.0
Michigan,2015-02-01,23,36.130434782608695,13.0,99.0
Michigan,2015-03-01,37,30.216216216216218,16.0,62.0
Michigan,2015-04-01,26,33.69230769230769,18.0,58.0
Michigan,2015-05-01,47,33.57446808510638,14.0,76.0
Michigan,2015-06-01,33,34.96969696969697,18.0,66.0
Michigan,2015-07-01,14,42.642857142857146,20.0,91.0
Michigan,2015-08-01,33,30.0,11.0,59.0
Michigan,2015-09-01,27,35.925925925925924,20.0,66.0
Michigan,2015-10-01,28,33.892857142857146,17.0,62.0
Michigan,2015-11-01,23,34.73913043478261,17.0,56.0
Michigan,2015-12-01,30,29.933333333333334,17.0,57.0
Michigan,2016-01-01,20,32.1,15.0,73.0
Michigan,2016-02-01,29,35.0,18.0,46.0
Michigan,2016-03-01,17,33.94117647058823,15.0,60.0
Michigan,2016-04-01,35,31.514285714285716,18.0,78.0
Michigan,2016-05-01,31,31.096774193548388,20.0,59.0
Michigan,2016-06-01,20,34.75,16.0,68.0
Michigan,2016-07-01,35,38.114285714285714,14.0,72.0
Michigan,2016-08-01,35,31.857142857142858,1.0,62.0
Michigan,2016-09-01,30,37.266666666666666,16.0,74.0
Michigan,2016-10-01,36,31.944444444444443,15.0,63.0
Michigan,2016-11-01,21,34.476190476190474,19.0,63.0
Michigan,2016-12-01,27,30.074074074074073,17.0,65.0
Michigan,2017-01-01,39,33.53846153846154,14.0,55.0
Michigan,2017-02-01,37,31.486486486486488,18.0,62.0
Michigan,2017-03-01,45,33.8,16.0,55.0
Michigan,2017-04-01,30,29.466666666666665,16.0,52.0
Michigan,2017-05-01,46,35.54347826086956,18.0,99.0
Michigan,2017-06-01,36,34.861111111111114,17.0,69.0
Michigan,2017-07-01,47,28.872340425531913,16.0,54.0
Michigan,2017-08-01,41,33.41463414634146,15.0,70.0
Michigan,2017-09-01,38,33.94736842105263,17.0,69.0
Michigan,2017-10-01,33,34.03030303030303,15.0,64.0
Michigan,2017-11-01,35,32.02857142857143,18.0,78.0
Michigan,2017-12-01,32,33.28125,19.0,63.0
Michigan,2018-01-01,40,32.575,18.0,60.0
Michigan,2018-02-01,39,37.84615384615385,18.0,65.0
Michigan,2018-03-01,26,34.84615384615385,19.0,64.0
Michigan,2018-04-01,35,30.485714285714284,1.0,53.0
Michigan,2018-05-01,30,38.03333333333333,18.0,69.0
Michigan,2018-06-01,33,32.06060606060606,17.0,59.0
Michigan,2018-07-01,32,36.875,15.0,70.0
Michigan,2018-08-01,52,28.807692307692307,15.0,54.0
Michigan,2018-09-01,43,33.906976744186046,14.0,74.0
Michigan,2018-10-01,40,33.5,17.0,61.0
Michigan,2018-11-01,29,32.44827586206897,1.0,69.0
Michigan,2018-12-01,27,39.0,20.0,78.0
Michigan,2019-01-01,32,30.34375,17.0,69.0
Michigan,2019-02-01,28,31.178571428571427,16.0,62.0
Michigan,2019-03-01,33,38.75757575757576,20.0,71.0
Michigan,2019-04-01,35,35.885714285714286,15.0,85.0
Michigan,2019-05-01,45,31.044444444444444,9.0,54.0
Michigan,2019-06-01,44,37.81818181818182,20.0,99.0
Michigan,2019-07-01,37,32.027027027027025,17.0,58.0
Michigan,2019-08-01,41,27.75609756097561,15.0,54.0
Michigan,2019-09-01,37,29.83783783783784,13.0,61.0
Michigan,2019-10-01,30,34.266666666666666,17.0,81.0
Michigan,2019-11-01,47,30.97872340425532,17.0,63.0
Michigan,2019-12-01,31,35.25806451612903,21.0,75.0
Michigan,2020-01-01,31,34.064516129032256,17.0,68.0
Michigan,2020-02-01,28,34.964285714285715,16.0,68.0
Michigan,2020-03-01,47,34.638297872340424,1.0,82.0
Michigan,2020-04-01,31,33.54838709677419,1.0,63.0
Michigan,2020-05-01,53,33.58490566037736,1.0,79.0
Michigan,2020-06-01,62,30.951612903225808,12.0,77.0
Michigan,2020-07-01,62,29.225806451612904,1.0,60.0
Michigan,2020-08-01,57,32.87719298245614,14.0,73.0
Michigan,2020-09-01,48,30.9375,1.0,61.0
Michigan,2020-10-01,48,29.916666666666668,11.0,55.0
Michigan,2020-11-01,49,35.714285714285715,14.0,87.0
Michigan,2020-12-01,41,32.707317073170735,18.0,59.0
Michigan,2021-01-01,49,30.102040816326532,1.0,56.0
Michigan,2021-02-01,37,31.756756756756758,14.0,68.0
Michigan,2021-03-01,41,36.65853658536585,18.0,80.0
Michigan,2021-04-01,57,31.0,1.0,65.0
Michigan,2021-05-01,49,32.48979591836735,12.0,83.0
Michigan,2021-06-01,44,30.90909090909091,1.0,73.0
Michigan,2021-07-01,66,31.151515151515152,1.0,69.0
Michigan,2021-08-01,52,30.46153846153846,1.0,66.0
Michigan,2021-09-01,51,30.15686274509804,1.0,68.0
Michigan,2021-10-01,51,31.470588235294116,17.0,59.0
Michigan,2021-11-01,46,29.543478260869566,1.0,70.0
Michigan,2021-12-01,45,32.93333333333333,16.0,55.0
Minnesota,1976-01-01,8,29.5,11.0,74.0
Minnesota,1976-02-01,3,28.0,28.0,28.0
Minnesota,1976-03-01,13,25.153846153846153,17.0,36.0
Minnesota,1976-04-01,10,30.6,19.0,35.0
Minnesota,1976-05-01,4,23.25,18.0,27.0
Minnesota,1976-06-01,3,33.666666666666664,25.0,50.0
Minnesota,1976-07-01,5,30.0,20.0,51.0
Minnesota,1976-08-01,8,21.625,19.0,28.0
Minnesota,1976-09-01,5,31.8,12.0,64.0
Minnesota,1976-10-01,3,24.333333333333332,20.0,29.0
Minnesota,1976-11-01,2,33.0,28.0,38.0
Minnesota,1976-12-01,18,30.38888888888889,12.0,72.0
Minnesota,1977-01-01,11,26.545454545454547,17.0,38.0
Minnesota,1977-02-01,2,37.0,36.0,38.0
Minnesota,1977-03-01,3,24.333333333333332,20.0,29.0
Minnesota,1977-04-01,8,27.125,17.0,47.0
Minnesota,1977-05-01,5,21.2,20.0,22.0
Minnesota,1977-06-01,3,27.0,17.0,42.0
Minnesota,1977-07-01,6,35.833333333333336,21.0,51.0
Minnesota,1977-08-01,4,34.25,24.0,40.0
Minnesota,1977-09-01,9,44.666666666666664,19.0,67.0
Minnesota,1977-10-01,5,31.6,18.0,43.0
Minnesota,1977-11-01,4,26.0,20.0,33.0
Minnesota,1977-12-01,20,31.1,17.0,58.0
Minnesota,1978-01-01,7,30.714285714285715,21.0,48.0
Minnesota,1978-02-01,5,35.8,19.0,66.0
Minnesota,1978-03-01,4,34.25,18.0,50.0
Minnesota,1978-04-01,3,30.0,26.0,37.0
Minnesota,1978-05-01,3,28.666666666666668,23.0,32.0
Minnesota,1978-06-01,0,,,
Minnesota,1978-07-01,5,35.0,16.0,64.0
Minnesota,1978-08-01,6,38.666666666666664,19.0,66.0
Minnesota,1978-09-01,3,43.0,17.0,56.0
Minnesota,1978-10-01,1,18.0,18.0,18.0
Minnesota,1978-11-01,1,23.0,23.0,23.0
Minnesota,1978-12-01,21,27.761904761904763,3.0,48.0
Minnesota,1979-01-01,9,36.333333333333336,23.0,83.0
Minnesota,1979-02-01,4,30.5,18.0,37.0
Minnesota,1979-03-01,8,34.125,16.0,47.0
Minnesota,1979-04-01,6,21.166666666666668,17.0,32.0
Minnesota,1979-05-01,8,34.375,18.0,56.0
Minnesota,1979-06-01,8,25.5,19.0,32.0
Minnesota,1979-07-01,4,25.0,20.0,31.0
Minnesota,1979-08-01,4,48.0,22.0,77.0
Minnesota,1979-09-01,6,32.166666666666664,18.0,44.0
Minnesota,1979-10-01,5,25.8,15.0,40.0
Minnesota,1979-11-01,8,27.5,14.0,60.0
Minnesota,1979-12-01,9,35.22222222222222,17.0,52.0
Minnesota,1980-01-01,7,31.428571428571427,18.0,69.0
Minnesota,1980-02-01,6,27.5,17.0,65.0
Minnesota,1980-03-01,4,29.5,27.0,34.0
Minnesota,1980-04-01,7,40.0,16.0,72.0
Minnesota,1980-05-01,7,29.285714285714285,17.0,39.0
Minnesota,1980-06-01,10,32.9,18.0,52.0
Minnesota,1980-07-01,11,29.727272727272727,20.0,45.0
Minnesota,1980-08-01,3,31.333333333333332,21.0,50.0
Minnesota,1980-09-01,10,36.3,21.0,51.0
Minnesota,1980-10-01,9,34.666666666666664,11.0,66.0
Minnesota,1980-11-01,15,30.333333333333332,10.0,55.0
Minnesota,1980-12-01,3,23.0,20.0,26.0
Minnesota,1981-01-01,6,36.666666666666664,23.0,64.0
Minnesota,1981-02-01,1,33.0,33.0,33.0
Minnesota,1981-03-01,6,39.0,23.0,73.0
Minnesota,1981-04-01,1,23.0,23.0,23.0
Minnesota,1981-05-01,9,31.555555555555557,17.0,46.0
Minnesota,1981-06-01,6,26.0,17.0,39.0
Minnesota,1981-07-01,4,29.5,24.0,39.0
Minnesota,1981-08-01,9,33.77777777777778,21.0,49.0
Minnesota,1981-09-01,2,53.0,50.0,56.0
Minnesota,1981-10-01,7,37.142857142857146,23.0,56.0
Minnesota,1981-11-01,5,33.4,24.0,60.0
Minnesota,1981-12-01,14,27.285714285714285,18.0,50.0
Minnesota,1982-01-01,4,28.0,24.0,38.0
Minnesota,1982-02-01,9,35.44444444444444,24.0,68.0
Minnesota,1982-03-01,11,30.272727272727273,16.0,57.0
Minnesota,1982-04-01,8,38.75,20.0,60.0
Minnesota,1982-05-01,5,30.2,20.0,39.0
Minnesota,1982-06-01,4,28.75,21.0,36.0
Minnesota,1982-07-01,9,28.77777777777778,18.0,49.0
Minnesota,1982-08-01,11,37.45454545454545,18.0,64.0
Minnesota,1982-09-01,10,37.9,21.0,85.0
Minnesota,1982-10-01,5,30.2,14.0,42.0
Minnesota,1982-11-01,4,34.75,19.0,61.0
Minnesota,1982-12-01,8,27.0,16.0,47.0
Minnesota,1983-01-01,5,37.2,28.0,47.0
Minnesota,1983-02-01,6,36.333333333333336,25.0,58.0
Minnesota,1983-03-01,5,39.0,28.0,59.0
Minnesota,1983-04-01,4,34.75,25.0,43.0
Minnesota,1983-05-01,4,31.5,14.0,42.0
Minnesota,1983-06-01,2,24.5,22.0,27.0
Minnesota,1983-07-01,3,41.0,31.0,57.0
Minnesota,1983-08-01,3,32.0,25.0,38.0
Minnesota,1983-09-01,12,35.583333333333336,21.0,51.0
Minnesota,1983-10-01,2,27.5,26.0,29.0
Minnesota,1983-11-01,4,34.5,20.0,47.0
Minnesota,1983-12-01,3,34.666666666666664,33.0,38.0
Minnesota,1984-01-01,1,50.0,50.0,50.0
Minnesota,1984-02-01,4,30.5,21.0,35.0
Minnesota,1984-03-01,2,33.5,26.0,41.0
Minnesota,1984-04-01,3,29.333333333333332,24.0,36.0
Minnesota,1984-05-01,7,31.571428571428573,17.0,51.0
Minnesota,1984-06-01,0,,,
Minnesota,1984-07-01,6,27.0,22.0,32.0
Minnesota,1984-08-01,6,36.333333333333336,21.0,59.0
Minnesota,1984-09-01,7,33.57142857142857,23.0,54.0
Minnesota,1984-10-01,8,36.25,26.0,55.0
Minnesota,1984-11-01,1,24.0,24.0,24.0
Minnesota,1984-12-01,17,30.0,19.0,73.0
Minnesota,1985-01-01,6,45.833333333333336,23.0,68.0
Minnesota,1985-02-01,7,26.857142857142858,17.0,43.0
Minnesota,1985-03-01,5,32.2,18.0,51.0
Minnesota,1985-04-01,1,24.0,24.0,24.0
Minnesota,1985-05-01,7,33.857142857142854,23.0,46.0
Minnesota,1985-06-01,3,28.333333333333332,20.0,45.0
Minnesota,1985-07-01,3,46.0,20.0,59.0
Minnesota,1985-08-01,3,24.333333333333332,24.0,25.0
Minnesota,1985-09-01,4,27.25,19.0,33.0
Minnesota,1985-10-01,7,34.142857142857146,21.0,53.0
Minnesota,1985-11-01,2,18.5,13.0,24.0
Minnesota,1985-12-01,22,31.863636363636363,13.0,63.0
Minnesota,1986-01-01,8,27.375,16.0,45.0
Minnesota,1986-02-01,4,27.25,21.0,33.0
Minnesota,1986-03-01,6,29.166666666666668,21.0,47.0
Minnesota,1986-04-01,3,29.0,20.0,35.0
Minnesota,1986-05-01,9,26.555555555555557,17.0,41.0
Minnesota,1986-06-01,5,34.8,14.0,85.0
Minnesota,1986-07-01,10,29.9,20.0,41.0
Minnesota,1986-08-01,9,21.666666666666668,15.0,33.0
Minnesota,1986-09-01,1,21.0,21.0,21.0
Minnesota,1986-10-01,7,25.714285714285715,20.0,39.0
Minnesota,1986-11-01,11,36.0,15.0,57.0
Minnesota,1986-12-01,3,33.0,18.0,63.0
Minnesota,1987-01-01,11,26.727272727272727,16.0,41.0
Minnesota,1987-02-01,4,48.0,33.0,69.0
Minnesota,1987-03-01,6,26.5,14.0,40.0
Minnesota,1987-04-01,7,27.428571428571427,18.0,37.0
Minnesota,1987-05-01,6,35.833333333333336,19.0,64.0
Minnesota,1987-06-01,6,45.5,29.0,67.0
Minnesota,1987-07-01,8,39.25,19.0,73.0
Minnesota,1987-08-01,10,26.7,16.0,41.0
Minnesota,1987-09-01,4,32.75,23.0,51.0
Minnesota,1987-10-01,6,29.5,19.0,47.0
Minnesota,1987-11-01,6,26.166666666666668,14.0,33.0
Minnesota,1987-12-01,10,27.0,14.0,67.0
Minnesota,1988-01-01,10,20.5,16.0,35.0
Minnesota,1988-02-01,8,28.375,16.0,77.0
Minnesota,1988-03-01,8,29.0,18.0,51.0
Minnesota,1988-04-01,8,21.75,13.0,33.0
Minnesota,1988-05-01,5,27.6,20.0,39.0
Minnesota,1988-06-01,8,34.125,20.0,65.0
Minnesota,1988-07-01,10,31.3,12.0,80.0
Minnesota,1988-08-01,8,32.5,17.0,61.0
Minnesota,1988-09-01,11,38.09090909090909,17.0,66.0
Minnesota,1988-10-01,6,27.333333333333332,21.0,34.0
Minnesota,1988-11-01,10,28.8,22.0,39.0
Minnesota,1988-12-01,7,33.142857142857146,27.0,54.0
Minnesota,1989-01-01,5,30.6,18.0,59.0
Minnesota,1989-02-01,4,35.0,24.0,48.0
Minnesota,1989-03-01,8,31.0,18.0,59.0
Minnesota,1989-04-01,5,32.6,14.0,53.0
Minnesota,1989-05-01,8,34.75,16.0,71.0
Minnesota,1989-06-01,8,27.125,16.0,69.0
Minnesota,1989-07-01,7,24.428571428571427,16.0,35.0
Minnesota,1989-08-01,7,32.714285714285715,20.0,43.0
Minnesota,1989-09-01,5,30.2,20.0,49.0
Minnesota,1989-10-01,10,30.4,20.0,58.0
Minnesota,1989-11-01,11,25.636363636363637,12.0,33.0
Minnesota,1989-12-01,11,37.36363636363637,18.0,63.0
Minnesota,1990-01-01,2,31.5,21.0,42.0
Minnesota,1990-02-01,4,25.0,17.0,45.0
Minnesota,1990-03-01,2,28.0,19.0,37.0
Minnesota,1990-04-01,6,42.666666666666664,21.0,79.0
Minnesota,1990-05-01,1,42.0,42.0,42.0
Minnesota,1990-06-01,4,28.75,20.0,37.0
Minnesota,1990-07-01,7,27.428571428571427,15.0,41.0
Minnesota,1990-08-01,6,40.333333333333336,20.0,82.0
Minnesota,1990-09-01,7,32.57142857142857,18.0,42.0
Minnesota,1990-10-01,6,43.0,23.0,71.0
Minnesota,1990-11-01,1,30.0,30.0,30.0
Minnesota,1990-12-01,5,31.4,17.0,43.0
Minnesota,1991-01-01,5,37.8,18.0,59.0
Minnesota,1991-02-01,6,22.666666666666668,15.0,34.0
Minnesota,1991-03-01,6,22.833333333333332,14.0,33.0
Minnesota,1991-04-01,7,22.142857142857142,16.0,42.0
Minnesota,1991-05-01,4,34.0,16.0,61.0
Minnesota,1991-06-01,9,27.88888888888889,15.0,43.0
Minnesota,1991-07-01,16,29.875,15.0,49.0
