State,Year,VicAge_Count,VicAge_Mean,VicAge_Min,VicAge_Max,Incidents,N/A Age
Indiana,2015,288,31.68402777777778,0.0,82.0,291,3
Indiana,2016,373,33.13672922252011,0.0,96.0,375,2
Indiana,2017,404,32.777227722772274,0.0,87.0,408,4
Indiana,2018,399,33.097744360902254,0.0,80.0,405,6
Indiana,2019,345,31.55072463768116,0.0,88.0,350,5
Indiana,2020,537,30.705772811918063,0.0,89.0,546,9
Indiana,2021,486,33.58230452674897,1.0,82.0,495,9
Iowa,1976,59,31.93220338983051,0.0,80.0,60,1
Iowa,1977,50,33.58,0.0,81.0,50,0
Iowa,1978,72,34.5,0.0,88.0,73,1
Iowa,1979,60,33.18333333333333,0.0,80.0,60,0
Iowa,1980,62,30.43548387096774,0.0,86.0,63,1
Iowa,1981,78,32.65384615384615,1.0,87.0,79,1
Iowa,1982,64,35.578125,0.0,85.0,65,1
Iowa,1983,69,29.73913043478261,0.0,72.0,70,1
Iowa,1984,55,35.30909090909091,1.0,85.0,56,1
Iowa,1985,57,32.87719298245614,0.0,81.0,57,0
Iowa,1986,51,30.705882352941178,0.0,74.0,52,1
Iowa,1987,31,33.903225806451616,0.0,81.0,31,0
Iowa,1988,48,33.1875,0.0,81.0,48,0
Iowa,1989,57,31.24561403508772,0.0,76.0,57,0
Iowa,1990,52,32.69230769230769,0.0,87.0,52,0
Iowa,1992,22,27.181818181818183,0.0,45.0,24,2
Iowa,1993,34,36.38235294117647,0.0,89.0,35,1
Iowa,1994,46,33.32608695652174,1.0,88.0,48,2
Iowa,1995,56,30.535714285714285,0.0,83.0,56,0
Iowa,1996,58,29.879310344827587,0.0,57.0,58,0
Iowa,1997,41,31.4390243902439,0.0,83.0,43,2
Iowa,1998,49,32.816326530612244,0.0,81.0,49,0
Iowa,1999,52,35.63461538461539,1.0,73.0,52,0
Iowa,2000,51,30.215686274509803,0.0,82.0,52,1
Iowa,2001,52,36.63461538461539,0.0,94.0,53,1
Iowa,2002,49,32.97959183673469,0.0,94.0,49,0
Iowa,2003,51,28.49019607843137,0.0,62.0,51,0
Iowa,2004,47,34.638297872340424,0.0,63.0,47,0
Iowa,2005,41,30.658536585365855,0.0,70.0,42,1
Iowa,2006,54,33.833333333333336,13.0,93.0,54,0
Iowa,2007,42,38.30952380952381,0.0,82.0,43,1
Iowa,2008,77,30.83116883116883,0.0,88.0,79,2
Iowa,2009,43,35.0,0.0,64.0,44,1
Iowa,2010,39,35.15384615384615,0.0,68.0,39,0
Iowa,2011,47,34.04255319148936,0.0,68.0,47,0
Iowa,2012,50,31.36,0.0,70.0,51,1
Iowa,2013,42,33.61904761904762,0.0,90.0,42,0
Iowa,2014,63,40.46031746031746,0.0,97.0,63,0
Iowa,2015,78,31.76923076923077,0.0,77.0,79,1
Iowa,2016,79,35.936708860759495,0.0,91.0,79,0
Iowa,2017,112,35.080357142857146,0.0,84.0,112,0
Iowa,2018,45,33.17777777777778,0.0,72.0,45,0
Iowa,2019,63,29.317460317460316,0.0,69.0,64,1
Iowa,2020,124,33.66935483870968,0.0,99.0,124,0
Iowa,2021,92,39.59782608695652,2.0,83.0,95,3
Kansas,1976,97,34.31958762886598,0.0,85.0,98,1
Kansas,1977,140,34.17857142857143,1.0,91.0,141,1
Kansas,1978,126,33.67460317460318,0.0,84.0,127,1
Kansas,1979,132,31.234848484848484,1.0,79.0,133,1
Kansas,1980,161,29.279503105590063,0.0,84.0,163,2
Kansas,1981,163,34.14110429447853,0.0,79.0,165,2
Kansas,1982,143,36.55244755244755,0.0,89.0,144,1
Kansas,1983,143,33.61538461538461,0.0,99.0,146,3
Kansas,1984,95,33.578947368421055,0.0,91.0,96,1
Kansas,1985,125,30.864,0.0,77.0,128,3
Kansas,1986,101,32.386138613861384,1.0,95.0,103,2
Kansas,1987,101,33.801980198019805,1.0,85.0,106,5
Kansas,1988,35,37.0,17.0,91.0,38,3
Kansas,1989,77,34.84415584415584,1.0,87.0,81,4
Kansas,1990,93,33.89247311827957,1.0,99.0,98,5
Kansas,1991,150,31.326666666666668,1.0,87.0,156,6
Kansas,1992,154,31.883116883116884,1.0,90.0,162,8
Kansas,1993,29,31.0,14.0,95.0,30,1
Kansas,2000,48,30.958333333333332,0.0,85.0,49,1
Kansas,2001,80,32.15,0.0,86.0,80,0
Kansas,2002,75,31.96,0.0,86.0,75,0
Kansas,2003,91,31.681318681318682,0.0,85.0,93,2
Kansas,2004,74,34.608108108108105,0.0,85.0,75,1
Kansas,2005,100,34.3,0.0,82.0,100,0
Kansas,2006,129,32.18604651162791,0.0,71.0,129,0
Kansas,2007,106,31.12264150943396,0.0,88.0,106,0
Kansas,2008,111,29.63063063063063,0.0,85.0,112,1
Kansas,2009,126,29.674603174603174,0.0,73.0,127,1
Kansas,2010,106,34.235849056603776,0.0,88.0,107,1
Kansas,2011,117,32.18803418803419,0.0,78.0,117,0
Kansas,2012,90,35.03333333333333,0.0,79.0,90,0
Kansas,2013,118,32.355932203389834,0.0,73.0,118,0
Kansas,2014,92,32.73913043478261,0.0,99.0,93,1
Kansas,2015,127,31.929133858267715,0.0,77.0,127,0
Kansas,2016,103,36.09708737864078,0.0,87.0,103,0
Kansas,2017,135,36.2,0.0,86.0,138,3
Kansas,2018,124,32.99193548387097,0.0,88.0,124,0
Kansas,2019,107,35.55140186915888,0.0,83.0,107,0
Kansas,2020,95,31.936842105263157,0.0,78.0,95,0
Kansas,2021,94,33.04255319148936,0.0,84.0,95,1
Kentucky,1976,375,38.077333333333335,0.0,88.0,377,2
Kentucky,1977,361,34.498614958448755,0.0,94.0,361,0
Kentucky,1978,327,35.06422018348624,0.0,88.0,327,0
Kentucky,1979,341,36.592375366568916,0.0,82.0,341,0
Kentucky,1980,388,35.50515463917526,0.0,94.0,389,1
Kentucky,1981,265,35.40377358490566,0.0,78.0,266,1
Kentucky,1982,285,36.04210526315789,0.0,88.0,286,1
Kentucky,1983,268,37.1044776119403,0.0,91.0,269,1
Kentucky,1984,243,37.23868312757202,0.0,87.0,243,0
Kentucky,1985,260,37.70384615384615,0.0,90.0,261,1
Kentucky,1986,251,36.657370517928285,0.0,87.0,251,0
Kentucky,1987,93,35.81720430107527,0.0,87.0,93,0
Kentucky,1989,154,38.57142857142857,1.0,85.0,167,13
Kentucky,1990,240,37.125,0.0,89.0,248,8
Kentucky,1991,249,34.69477911646587,0.0,86.0,250,1
Kentucky,1992,213,35.87323943661972,0.0,87.0,218,5
Kentucky,1993,240,36.325,0.0,85.0,240,0
Kentucky,1994,86,32.72093023255814,0.0,87.0,86,0
Kentucky,1995,258,35.310077519379846,0.0,90.0,260,2
Kentucky,1996,222,33.66216216216216,0.0,87.0,224,2
Kentucky,1997,219,34.38356164383562,0.0,83.0,221,2
Kentucky,1998,121,34.77685950413223,0.0,90.0,124,3
Kentucky,1999,78,31.474358974358974,0.0,79.0,84,6
Kentucky,2000,72,33.083333333333336,0.0,78.0,73,1
Kentucky,2001,79,35.44303797468354,0.0,83.0,81,2
Kentucky,2002,86,31.674418604651162,0.0,63.0,87,1
Kentucky,2003,80,33.6125,1.0,85.0,82,2
Kentucky,2004,216,34.06018518518518,0.0,99.0,219,3
Kentucky,2005,176,34.66477272727273,0.0,76.0,180,4
Kentucky,2006,158,35.063291139240505,0.0,83.0,159,1
Kentucky,2007,207,36.29951690821256,0.0,86.0,209,2
Kentucky,2008,202,35.17821782178218,0.0,88.0,202,0
Kentucky,2009,189,35.70899470899471,0.0,83.0,190,1
Kentucky,2010,186,37.61827956989247,0.0,91.0,189,3
Kentucky,2011,160,38.20625,0.0,86.0,161,1
Kentucky,2012,209,36.55980861244019,0.0,89.0,211,2
Kentucky,2013,172,37.50581395348837,0.0,82.0,174,2
Kentucky,2014,168,37.125,0.0,87.0,168,0
Kentucky,2015,235,36.69787234042553,0.0,86.0,238,3
Kentucky,2016,277,36.24548736462094,0.0,88.0,279,2
Kentucky,2017,305,34.24590163934426,0.0,87.0,307,2
Kentucky,2018,262,35.286259541984734,0.0,87.0,265,3
Kentucky,2019,246,34.60162601626016,0.0,81.0,247,1
Kentucky,2020,365,34.36986301369863,0.0,82.0,366,1
Kentucky,2021,425,35.072941176470586,0.0,83.0,426,1
Louisiana,1976,485,33.95670103092783,0.0,90.0,512,27
Louisiana,1977,578,34.48096885813149,0.0,86.0,594,16
Louisiana,1978,624,33.50160256410256,0.0,88.0,645,21
Louisiana,1979,683,33.84333821376281,0.0,99.0,724,41
Louisiana,1980,523,34.05162523900574,0.0,91.0,549,26
Louisiana,1981,629,33.14467408585055,0.0,84.0,650,21
Louisiana,1982,648,31.285493827160494,0.0,89.0,670,22
Louisiana,1983,564,32.079787234042556,0.0,83.0,580,16
Louisiana,1984,511,34.354207436399214,0.0,94.0,521,10
Louisiana,1985,447,34.48098434004474,0.0,89.0,453,6
Louisiana,1986,519,33.08670520231214,0.0,93.0,529,10
Louisiana,1987,375,33.25333333333333,0.0,93.0,382,7
Louisiana,1988,445,31.480898876404495,0.0,92.0,452,7
Louisiana,1989,580,31.432758620689654,0.0,89.0,586,6
Louisiana,1990,603,31.6318407960199,0.0,86.0,611,8
Louisiana,1991,327,32.56574923547401,0.0,93.0,332,5
Louisiana,1992,676,30.254437869822485,0.0,85.0,690,14
Louisiana,1993,777,29.705276705276706,0.0,91.0,800,23
Louisiana,1994,854,30.557377049180328,0.0,97.0,865,11
Louisiana,1995,740,30.13243243243243,0.0,92.0,750,10
Louisiana,1996,732,30.031420765027324,0.0,86.0,737,5
Louisiana,1997,666,31.25975975975976,0.0,93.0,675,9
Louisiana,1998,563,31.234458259325045,0.0,90.0,567,4
Louisiana,1999,472,32.317796610169495,0.0,86.0,482,10
Louisiana,2000,553,30.3996383363472,0.0,85.0,558,5
Louisiana,2001,506,30.140316205533598,0.0,82.0,511,5
Louisiana,2002,572,31.062937062937063,0.0,80.0,577,5
Louisiana,2003,600,31.77,0.0,99.0,601,1
Louisiana,2004,583,30.711835334476845,0.0,90.0,586,3
Louisiana,2005,431,30.839907192575406,0.0,89.0,433,2
Louisiana,2006,502,31.247011952191237,0.0,95.0,516,14
Louisiana,2007,590,32.14237288135593,0.0,86.0,607,17
Louisiana,2008,409,30.87041564792176,0.0,91.0,419,10
Louisiana,2009,510,31.88235294117647,0.0,88.0,520,10
Louisiana,2010,485,31.851546391752578,0.0,88.0,493,8
Louisiana,2011,503,31.75347912524851,0.0,88.0,509,6
Louisiana,2012,508,30.338582677165356,0.0,99.0,511,3
Louisiana,2013,473,31.644820295983088,0.0,93.0,478,5
Louisiana,2014,447,32.02013422818792,0.0,92.0,452,5
Louisiana,2015,521,32.0595009596929,0.0,95.0,522,1
Louisiana,2016,568,32.75352112676056,0.0,89.0,578,10
Louisiana,2017,603,32.3698175787728,0.0,89.0,612,9
Louisiana,2018,572,33.29370629370629,0.0,83.0,578,6
Louisiana,2019,572,33.40559440559441,0.0,85.0,575,3
Louisiana,2020,727,31.953232462173315,0.0,95.0,736,9
Louisiana,2021,807,31.17472118959108,0.0,89.0,823,16
Maine,1976,26,42.26923076923077,1.0,92.0,26,0
Maine,1977,29,37.758620689655174,1.0,78.0,29,0
Maine,1978,34,37.35294117647059,0.0,90.0,34,0
Maine,1979,33,43.666666666666664,1.0,81.0,33,0
Maine,1980,36,30.63888888888889,0.0,67.0,36,0
Maine,1981,35,35.142857142857146,1.0,88.0,36,1
Maine,1982,25,30.04,10.0,56.0,25,0
Maine,1983,29,34.58620689655172,9.0,76.0,29,0
Maine,1984,21,27.238095238095237,3.0,63.0,21,0
Maine,1985,29,38.86206896551724,0.0,80.0,29,0
Maine,1986,24,37.791666666666664,3.0,89.0,24,0
Maine,1987,33,36.72727272727273,16.0,83.0,33,0
Maine,1988,36,37.69444444444444,8.0,90.0,36,0
Maine,1989,46,32.02173913043478,0.0,77.0,46,0
Maine,1990,18,30.72222222222222,0.0,73.0,18,0
Maine,1993,7,34.857142857142854,5.0,73.0,7,0
Maine,1994,32,36.53125,0.0,78.0,32,0
Maine,1995,26,38.42307692307692,0.0,73.0,26,0
Maine,1996,26,41.73076923076923,0.0,76.0,26,0
Maine,1997,22,31.045454545454547,0.0,79.0,22,0
Maine,1998,27,33.074074074074076,0.0,86.0,27,0
Maine,1999,26,33.23076923076923,0.0,74.0,26,0
Maine,2000,15,39.266666666666666,17.0,74.0,15,0
Maine,2001,21,41.04761904761905,5.0,88.0,21,0
Maine,2002,16,36.125,0.0,66.0,16,0
Maine,2003,16,36.375,1.0,78.0,16,0
Maine,2004,18,44.72222222222222,2.0,82.0,18,0
Maine,2005,20,42.5,14.0,98.0,20,0
Maine,2006,26,37.30769230769231,0.0,83.0,26,0
Maine,2007,26,37.65384615384615,0.0,76.0,26,0
Maine,2008,35,34.31428571428572,0.0,72.0,35,0
Maine,2009,27,39.25925925925926,0.0,80.0,27,0
Maine,2010,27,35.666666666666664,1.0,58.0,27,0
Maine,2011,35,40.142857142857146,12.0,81.0,35,0
Maine,2012,33,37.81818181818182,0.0,99.0,33,0
Maine,2013,30,43.13333333333333,2.0,78.0,30,0
Maine,2014,29,36.51724137931034,0.0,92.0,29,0
Maine,2015,28,39.57142857142857,0.0,75.0,28,0
Maine,2016,23,42.130434782608695,0.0,86.0,23,0
Maine,2017,31,44.16129032258065,2.0,76.0,33,2
Maine,2018,27,47.48148148148148,10.0,82.0,27,0
Maine,2019,26,43.30769230769231,1.0,87.0,26,0
Maine,2020,29,40.310344827586206,18.0,73.0,29,0
Maine,2021,30,32.266666666666666,0.0,70.0,30,0
Maryland,1976,363,33.578512396694215,0.0,83.0,366,3
Maryland,1977,350,34.09142857142857,0.0,93.0,352,2
Maryland,1978,337,33.50148367952522,0.0,83.0,337,0
Maryland,1979,420,35.9547619047619,0.0,93.0,420,0
Maryland,1980,431,31.83062645011601,0.0,92.0,432,1
Maryland,1981,450,32.33111111111111,0.0,88.0,452,2
Maryland,1982,446,32.7982062780269,0.0,92.0,452,6
Maryland,1983,384,32.973958333333336,0.0,93.0,386,2
Maryland,1984,372,32.293010752688176,0.0,91.0,375,3
Maryland,1985,355,31.760563380281692,0.0,93.0,360,5
Maryland,1986,399,33.19548872180451,0.0,89.0,406,7
Maryland,1987,369,32.989159891598916,0.0,91.0,372,3
Maryland,1988,456,30.05482456140351,0.0,86.0,459,3
Maryland,1989,553,31.115732368896925,0.0,92.0,558,5
Maryland,1990,577,30.604852686308494,0.0,84.0,578,1
Maryland,1991,583,30.312178387650086,0.0,97.0,585,2
Maryland,1992,621,30.185185185185187,0.0,94.0,623,2
Maryland,1993,659,29.056145675265554,0.0,87.0,662,3
Maryland,1994,612,30.473856209150327,0.0,95.0,616,4
Maryland,1995,620,30.05,0.0,91.0,622,2
Maryland,1996,594,29.937710437710436,0.0,89.0,598,4
Maryland,1997,518,30.198841698841697,0.0,99.0,522,4
Maryland,1998,492,30.601626016260163,0.0,91.0,528,36
Maryland,1999,438,28.525114155251142,0.0,79.0,442,4
Maryland,2000,452,31.420353982300885,0.0,81.0,462,10
Maryland,2001,478,29.58786610878661,0.0,79.0,485,7
Maryland,2002,529,29.860113421550096,0.0,88.0,546,17
Maryland,2003,529,29.76937618147448,0.0,89.0,542,13
Maryland,2004,535,29.357009345794392,0.0,89.0,539,4
Maryland,2005,573,30.909249563699827,0.0,88.0,576,3
Maryland,2006,566,30.051236749116608,0.0,86.0,571,5
Maryland,2007,577,29.415944540727903,0.0,85.0,581,4
Maryland,2008,530,29.873584905660376,0.0,83.0,536,6
Maryland,2009,463,31.922246220302377,0.0,91.0,469,6
Maryland,2010,443,32.270880361173816,0.0,88.0,445,2
Maryland,2011,424,32.264150943396224,0.0,93.0,429,5
Maryland,2012,400,32.27,0.0,91.0,403,3
Maryland,2013,405,31.204938271604938,0.0,86.0,406,1
Maryland,2014,337,33.525222551928785,0.0,93.0,337,0
Maryland,2015,495,32.04848484848485,0.0,95.0,495,0
Maryland,2016,494,32.68623481781376,0.0,91.0,495,1
Maryland,2017,556,31.848920863309353,0.0,97.0,559,3
Maryland,2018,489,33.789366053169736,0.0,89.0,495,6
Maryland,2019,575,31.558260869565217,0.0,82.0,575,0
Maryland,2020,512,32.181640625,0.0,96.0,513,1
Maryland,2021,482,33.48755186721991,0.0,92.0,488,6
Massachusetts,1976,178,33.54494382022472,0.0,84.0,178,0
Massachusetts,1977,163,35.644171779141104,0.0,84.0,164,1
Massachusetts,1978,211,33.7345971563981,0.0,95.0,211,0
Massachusetts,1979,209,32.483253588516746,0.0,92.0,211,2
Massachusetts,1980,222,33.909909909909906,0.0,86.0,223,1
Massachusetts,1981,200,35.935,0.0,92.0,203,3
Massachusetts,1982,217,32.63594470046083,0.0,87.0,217,0
Massachusetts,1983,197,32.11675126903553,0.0,82.0,197,0
Massachusetts,1984,196,35.55102040816327,0.0,89.0,196,0
Massachusetts,1985,187,33.716577540106954,0.0,85.0,188,1
Massachusetts,1986,163,34.282208588957054,0.0,82.0,163,0
Massachusetts,1987,143,32.79020979020979,0.0,82.0,145,2
Massachusetts,1988,153,28.176470588235293,0.0,79.0,154,1
Massachusetts,1989,171,31.36842105263158,0.0,87.0,172,1
Massachusetts,1990,181,29.414364640883978,0.0,80.0,186,5
Massachusetts,1991,207,31.420289855072465,0.0,90.0,214,7
Massachusetts,1992,180,29.822222222222223,0.0,80.0,180,0
Massachusetts,1993,209,29.076555023923444,0.0,85.0,210,1
Massachusetts,1994,203,31.463054187192117,0.0,89.0,205,2
Massachusetts,1995,207,31.753623188405797,0.0,85.0,213,6
Massachusetts,1996,157,30.477707006369428,0.0,89.0,161,4
Massachusetts,1997,124,31.806451612903224,0.0,81.0,126,2
Massachusetts,1998,119,29.92436974789916,0.0,99.0,123,4
Massachusetts,1999,117,31.00854700854701,0.0,82.0,119,2
Massachusetts,2000,114,29.94736842105263,0.0,68.0,119,5
Massachusetts,2001,145,28.924137931034483,0.0,80.0,151,6
Massachusetts,2002,166,31.09036144578313,0.0,85.0,171,5
Massachusetts,2003,142,32.07746478873239,0.0,86.0,143,1
Massachusetts,2004,170,28.81764705882353,0.0,83.0,172,2
Massachusetts,2005,172,30.587209302325583,1.0,97.0,178,6
Massachusetts,2006,185,30.583783783783783,0.0,73.0,188,3
Massachusetts,2007,185,28.4,0.0,79.0,187,2
Massachusetts,2008,163,29.957055214723926,0.0,68.0,166,3
Massachusetts,2009,172,30.78488372093023,0.0,86.0,173,1
Massachusetts,2010,217,30.06451612903226,0.0,81.0,219,2
Massachusetts,2011,183,32.24590163934426,2.0,91.0,184,1
Massachusetts,2012,120,35.03333333333333,7.0,88.0,122,2
Massachusetts,2013,135,32.71851851851852,0.0,89.0,136,1
Massachusetts,2014,130,32.92307692307692,6.0,84.0,132,2
Massachusetts,2015,131,32.06106870229008,2.0,79.0,131,0
Massachusetts,2016,133,34.81203007518797,3.0,95.0,133,0
Massachusetts,2017,178,34.93258426966292,2.0,89.0,178,0
Massachusetts,2018,137,34.37956204379562,5.0,79.0,140,3
Massachusetts,2019,155,34.79354838709678,1.0,88.0,156,1
Massachusetts,2020,166,33.55421686746988,15.0,84.0,167,1
Massachusetts,2021,151,37.079470198675494,12.0,91.0,152,1
Michigan,1976,1071,33.83473389355742,0.0,95.0,1074,3
Michigan,1977,927,34.707659115426104,0.0,92.0,928,1
Michigan,1978,884,34.19570135746606,0.0,90.0,886,2
Michigan,1979,854,33.223653395784545,0.0,94.0,857,3
Michigan,1980,972,33.748971193415635,0.0,91.0,973,1
Michigan,1981,902,34.39689578713969,0.0,88.0,906,4
Michigan,1982,885,34.68135593220339,0.0,93.0,889,4
Michigan,1983,900,33.913333333333334,0.0,99.0,902,2
Michigan,1984,896,34.012276785714285,0.0,99.0,899,3
Michigan,1985,1055,32.724170616113746,0.0,99.0,1066,11
Michigan,1986,1060,32.54150943396226,0.0,90.0,1067,7
Michigan,1987,1142,31.857267950963223,0.0,94.0,1153,11
Michigan,1988,1033,32.643756050338816,0.0,93.0,1037,4
Michigan,1989,1007,31.665342601787486,0.0,97.0,1016,9
Michigan,1990,994,31.044265593561367,0.0,89.0,997,3
Michigan,1991,1024,31.671875,0.0,95.0,1028,4
Michigan,1992,973,30.606372045220965,0.0,98.0,985,12
Michigan,1993,961,30.93860561914672,0.0,97.0,976,15
Michigan,1994,941,31.32943676939426,0.0,95.0,946,5
Michigan,1995,828,31.870772946859905,0.0,92.0,834,6
Michigan,1996,709,31.939351198871652,0.0,99.0,720,11
Michigan,1997,727,32.17881705639615,0.0,99.0,746,19
Michigan,1998,705,31.520567375886525,0.0,95.0,727,22
Michigan,1999,722,32.20775623268698,0.0,95.0,737,15
Michigan,2000,682,32.300586510263926,0.0,99.0,694,12
Michigan,2001,661,32.61875945537065,0.0,99.0,674,13
Michigan,2002,677,32.86706056129985,0.0,94.0,694,17
Michigan,2003,620,32.97258064516129,0.0,84.0,636,16
Michigan,2004,646,33.89164086687307,0.0,93.0,663,17
Michigan,2005,607,32.54530477759473,0.0,95.0,650,43
Michigan,2006,690,34.21739130434783,0.0,87.0,734,44
Michigan,2007,641,33.37597503900156,0.0,94.0,674,33
Michigan,2008,544,33.2389705882353,0.0,99.0,564,20
Michigan,2009,636,34.2311320754717,0.0,90.0,646,10
Michigan,2010,600,33.035,0.0,89.0,606,6
Michigan,2011,661,33.39939485627836,0.0,94.0,668,7
Michigan,2012,723,33.19917012448133,0.0,98.0,731,8
Michigan,2013,628,34.0828025477707,0.0,91.0,645,17
Michigan,2014,565,34.27433628318584,0.0,84.0,576,11
Michigan,2015,599,34.50751252086811,0.0,91.0,611,12
Michigan,2016,618,33.39967637540453,0.0,85.0,631,13
Michigan,2017,629,34.9268680445151,0.0,92.0,640,11
Michigan,2018,607,34.96375617792422,0.0,84.0,620,13
Michigan,2019,611,34.5253682487725,0.0,99.0,620,9
Michigan,2020,838,34.099045346062056,0.0,99.0,848,10
Michigan,2021,858,34.07692307692308,0.0,99.0,868,10
Minnesota,1976,108,32.53703703703704,0.0,86.0,109,1
Minnesota,1977,100,35.28,0.0,84.0,100,0
Minnesota,1978,77,30.25974025974026,0.0,76.0,77,0
Minnesota,1979,104,33.61538461538461,0.0,85.0,104,0
Minnesota,1980,112,32.49107142857143,0.0,93.0,112,0
Minnesota,1981,85,34.741176470588236,0.0,81.0,87,2
Minnesota,1982,99,31.161616161616163,0.0,86.0,99,0
Minnesota,1983,67,34.37313432835821,0.0,75.0,68,1
Minnesota,1984,76,30.82894736842105,0.0,86.0,76,0
Minnesota,1985,89,34.438202247191015,1.0,91.0,90,1
Minnesota,1986,101,35.396039603960396,0.0,86.0,101,0
Minnesota,1987,109,34.10091743119266,0.0,81.0,109,0
Minnesota,1988,120,33.641666666666666,0.0,91.0,121,1
Minnesota,1989,107,34.177570093457945,0.0,86.0,108,1
Minnesota,1990,64,35.390625,0.0,86.0,65,1
Minnesota,1991,116,32.48275862068966,0.0,86.0,116,0
Minnesota,1992,136,32.5,0.0,88.0,136,0
Minnesota,1993,139,30.712230215827336,0.0,87.0,140,1
Minnesota,1994,144,28.96527777777778,0.0,83.0,144,0
Minnesota,1995,179,30.452513966480446,0.0,86.0,180,1
Minnesota,1996,162,30.055555555555557,0.0,81.0,162,0
Minnesota,1997,126,30.873015873015873,0.0,91.0,127,1
Minnesota,1998,117,28.46153846153846,0.0,84.0,117,0
Minnesota,1999,128,31.515625,0.0,92.0,131,3
Minnesota,2000,111,33.873873873873876,2.0,93.0,113,2
Minnesota,2001,120,32.15,0.0,89.0,120,0
Minnesota,2002,116,28.56896551724138,0.0,88.0,116,0
Minnesota,2003,124,32.435483870967744,0.0,90.0,126,2
Minnesota,2004,121,30.140495867768596,0.0,66.0,121,0
Minnesota,2005,119,35.294117647058826,0.0,82.0,120,1
Minnesota,2006,124,28.79032258064516,0.0,79.0,124,0
Minnesota,2007,110,30.2,0.0,81.0,111,1
Minnesota,2008,118,33.17796610169491,0.0,90.0,118,0
Minnesota,2009,89,28.876404494382022,0.0,69.0,89,0
Minnesota,2010,105,29.895238095238096,0.0,83.0,105,0
Minnesota,2011,82,31.646341463414632,0.0,68.0,82,0
Minnesota,2012,116,33.6551724137931,0.0,83.0,116,0
Minnesota,2013,127,34.52755905511811,0.0,98.0,127,0
Minnesota,2014,110,31.727272727272727,0.0,86.0,110,0
Minnesota,2015,145,34.55172413793103,0.0,90.0,146,1
Minnesota,2016,120,33.55833333333333,0.0,95.0,122,2
Minnesota,2017,129,34.51937984496124,0.0,79.0,129,0
Minnesota,2018,126,33.404761904761905,0.0,97.0,127,1
Minnesota,2019,144,33.020833333333336,0.0,77.0,144,0
Minnesota,2020,226,32.15486725663717,0.0,82.0,230,4
Minnesota,2021,268,34.97014925373134,0.0,92.0,274,6
Mississippi,1976,183,35.5792349726776,0.0,86.0,187,4
Mississippi,1977,204,34.18627450980392,0.0,83.0,219,15
Mississippi,1978,206,34.54368932038835,0.0,80.0,209,3
Mississippi,1979,205,35.50243902439024,16.0,80.0,207,2
Mississippi,1980,215,34.35813953488372,1.0,79.0,218,3
Mississippi,1981,239,36.58995815899581,0.0,99.0,246,7
Mississippi,1982,230,36.78260869565217,0.0,89.0,232,2
Mississippi,1983,197,36.15228426395939,0.0,83.0,198,1
Mississippi,1984,161,35.67701863354037,0.0,81.0,165,4
Mississippi,1985,177,34.06214689265537,0.0,88.0,180,3
Mississippi,1986,165,35.593939393939394,0.0,99.0,170,5
Mississippi,1987,175,35.142857142857146,0.0,81.0,178,3
Mississippi,1988,148,35.66891891891892,0.0,90.0,152,4
Mississippi,1989,164,35.63414634146341,0.0,84.0,169,5
Mississippi,1990,173,35.13294797687861,0.0,87.0,178,5
Mississippi,1991,216,33.513888888888886,0.0,88.0,219,3
Mississippi,1992,203,32.70935960591133,0.0,97.0,209,6
Mississippi,1993,231,34.74458874458875,0.0,85.0,234,3
Mississippi,1994,225,32.60888888888889,0.0,89.0,232,7
Mississippi,1995,194,32.077319587628864,0.0,95.0,201,7
Mississippi,1996,182,32.956043956043956,0.0,87.0,190,8
Mississippi,1997,190,31.405263157894737,0.0,79.0,193,3
Mississippi,1998,180,36.13333333333333,0.0,93.0,185,5
Mississippi,1999,145,31.517241379310345,0.0,77.0,151,6
Mississippi,2000,167,31.664670658682635,0.0,78.0,174,7
Mississippi,2001,187,32.9572192513369,0.0,87.0,193,6
Mississippi,2002,183,35.005464480874316,0.0,85.0,194,11
Mississippi,2003,187,38.283422459893046,0.0,87.0,191,4
Mississippi,2004,178,33.40449438202247,0.0,92.0,181,3
Mississippi,2005,163,36.079754601226995,0.0,93.0,164,1
Mississippi,2006,175,35.92,0.0,99.0,180,5
Mississippi,2007,152,33.10526315789474,0.0,81.0,154,2
Mississippi,2008,190,33.310526315789474,0.0,93.0,192,2
Mississippi,2009,158,36.14556962025316,0.0,88.0,162,4
Mississippi,2010,172,35.43023255813954,2.0,86.0,174,2
Mississippi,2011,193,34.93782383419689,0.0,91.0,195,2
Mississippi,2012,177,37.41242937853107,1.0,89.0,179,2
Mississippi,2013,145,35.08965517241379,0.0,80.0,147,2
Mississippi,2014,172,33.73837209302326,0.0,91.0,173,1
Mississippi,2015,156,37.19230769230769,0.0,93.0,160,4
Mississippi,2016,156,34.62179487179487,1.0,85.0,157,1
Mississippi,2017,157,34.88535031847134,3.0,78.0,162,5
Mississippi,2018,155,33.94838709677419,0.0,84.0,157,2
Mississippi,2019,202,33.193069306930695,0.0,80.0,204,2
Mississippi,2020,223,33.20627802690583,0.0,73.0,237,14
Mississippi,2021,171,34.251461988304094,0.0,86.0,173,2
Missouri,1976,414,33.97826086956522,0.0,94.0,421,7
Missouri,1977,459,32.928104575163395,0.0,86.0,459,0
Missouri,1978,456,33.50219298245614,0.0,97.0,458,2
Missouri,1979,487,33.06981519507187,0.0,99.0,504,17
