State,Year,VicAge_Count,VicAge_Mean,VicAge_Min,VicAge_Max,Incidents,N/A Age
Missouri,1980,526,33.756653992395435,0.0,95.0,531,5
Missouri,1981,501,34.17964071856287,0.0,99.0,511,10
Missouri,1982,461,33.14533622559653,0.0,89.0,465,4
Missouri,1983,386,34.37823834196891,0.0,93.0,388,2
Missouri,1984,341,33.67448680351906,0.0,88.0,344,3
Missouri,1985,383,34.10443864229765,0.0,89.0,387,4
Missouri,1986,441,33.50566893424036,0.0,89.0,447,6
Missouri,1987,389,34.087403598971726,0.0,90.0,395,6
Missouri,1988,384,33.752604166666664,0.0,99.0,394,10
Missouri,1989,407,30.97788697788698,0.0,93.0,413,6
Missouri,1990,432,31.74074074074074,0.0,90.0,438,6
Missouri,1991,516,31.118217054263567,0.0,92.0,523,7
Missouri,1992,512,30.49609375,0.0,95.0,519,7
Missouri,1993,558,29.982078853046595,0.0,89.0,560,2
Missouri,1994,548,30.843065693430656,0.0,94.0,554,6
Missouri,1995,449,31.7728285077951,0.0,99.0,455,6
Missouri,1996,397,32.1712846347607,0.0,97.0,407,10
Missouri,1997,399,32.37593984962406,0.0,90.0,402,3
Missouri,1998,385,31.45194805194805,0.0,90.0,387,2
Missouri,1999,341,30.923753665689148,0.0,84.0,341,0
Missouri,2000,341,30.741935483870968,0.0,81.0,343,2
Missouri,2001,393,30.59287531806616,0.0,89.0,396,3
Missouri,2002,351,31.042735042735043,0.0,90.0,352,1
Missouri,2003,321,31.853582554517136,0.0,86.0,323,2
Missouri,2004,374,33.25133689839572,0.0,94.0,377,3
Missouri,2005,425,32.07058823529412,0.0,87.0,425,0
Missouri,2006,354,32.324858757062145,0.0,90.0,356,2
Missouri,2007,399,32.1328320802005,0.0,89.0,401,2
Missouri,2008,491,33.568228105906314,0.0,85.0,493,2
Missouri,2009,421,29.63895486935867,0.0,91.0,422,1
Missouri,2010,447,32.407158836689035,0.0,98.0,450,3
Missouri,2011,402,32.78606965174129,0.0,93.0,402,0
Missouri,2012,421,30.700712589073635,0.0,92.0,423,2
Missouri,2013,401,33.70324189526185,0.0,95.0,405,4
Missouri,2014,435,33.195402298850574,0.0,91.0,439,4
Missouri,2015,537,32.76908752327747,0.0,92.0,538,1
Missouri,2016,575,33.893913043478264,0.0,87.0,579,4
Missouri,2017,653,33.59724349157734,0.0,94.0,659,6
Missouri,2018,607,34.494233937397034,0.0,86.0,609,2
Missouri,2019,626,33.456869009584665,0.0,91.0,628,2
Missouri,2020,606,33.03300330033003,0.0,99.0,619,13
Missouri,2021,636,34.020440251572325,0.0,99.0,639,3
Montana,1976,27,40.074074074074076,0.0,93.0,27,0
Montana,1977,30,31.366666666666667,0.0,67.0,30,0
Montana,1978,36,36.80555555555556,1.0,82.0,36,0
Montana,1979,33,29.96969696969697,1.0,72.0,33,0
Montana,1980,29,30.379310344827587,0.0,63.0,29,0
Montana,1981,23,38.56521739130435,6.0,77.0,23,0
Montana,1982,1,29.0,29.0,29.0,1,0
Montana,1983,23,35.56521739130435,1.0,85.0,23,0
Montana,1984,32,36.3125,2.0,68.0,32,0
Montana,1985,30,33.4,0.0,76.0,30,0
Montana,1986,2,30.5,25.0,36.0,2,0
Montana,1988,19,32.05263157894737,2.0,75.0,19,0
Montana,1989,22,31.363636363636363,4.0,51.0,22,0
Montana,1990,1,27.0,27.0,27.0,1,0
Montana,1991,16,42.0,23.0,89.0,18,2
Montana,1992,19,35.73684210526316,16.0,55.0,20,1
Montana,1995,19,35.526315789473685,0.0,79.0,19,0
Montana,1997,16,36.8125,18.0,66.0,16,0
Montana,1998,10,41.7,0.0,79.0,11,1
Montana,1999,11,33.54545454545455,14.0,57.0,11,0
Montana,2000,12,32.083333333333336,19.0,68.0,12,0
Montana,2001,21,28.523809523809526,1.0,81.0,22,1
Montana,2002,13,34.61538461538461,1.0,90.0,13,0
Montana,2003,22,29.545454545454547,1.0,58.0,22,0
Montana,2004,29,31.0,1.0,75.0,29,0
Montana,2005,23,35.73913043478261,17.0,73.0,23,0
Montana,2006,21,44.42857142857143,0.0,70.0,21,0
Montana,2007,15,32.2,13.0,60.0,15,0
Montana,2008,25,32.12,0.0,67.0,28,3
Montana,2009,27,37.03703703703704,0.0,84.0,28,1
Montana,2010,23,40.34782608695652,3.0,81.0,23,0
Montana,2011,16,39.0,1.0,63.0,19,3
Montana,2012,23,42.0,3.0,69.0,23,0
Montana,2013,16,40.75,3.0,77.0,16,0
Montana,2014,29,33.827586206896555,0.0,72.0,30,1
Montana,2015,37,37.891891891891895,1.0,79.0,38,1
Montana,2016,36,38.47222222222222,0.0,82.0,37,1
Montana,2017,43,38.46511627906977,0.0,80.0,43,0
Montana,2018,40,39.25,0.0,81.0,40,0
Montana,2019,37,38.86486486486486,0.0,78.0,37,0
Montana,2020,69,31.55072463768116,0.0,65.0,69,0
Montana,2021,39,39.97435897435897,0.0,79.0,39,0
Nebraska,1976,44,27.727272727272727,0.0,79.0,44,0
Nebraska,1977,51,33.549019607843135,0.0,97.0,51,0
Nebraska,1978,36,32.638888888888886,0.0,76.0,36,0
Nebraska,1979,64,33.796875,0.0,72.0,64,0
Nebraska,1980,58,28.603448275862068,0.0,79.0,58,0
Nebraska,1981,57,31.912280701754387,0.0,87.0,57,0
Nebraska,1982,35,30.885714285714286,1.0,84.0,35,0
Nebraska,1983,44,32.86363636363637,0.0,81.0,44,0
Nebraska,1984,54,33.75925925925926,0.0,83.0,54,0
Nebraska,1985,46,37.26086956521739,1.0,85.0,46,0
Nebraska,1986,54,26.5,0.0,75.0,55,1
Nebraska,1987,25,31.68,0.0,73.0,25,0
Nebraska,1988,58,29.67241379310345,0.0,83.0,58,0
Nebraska,1989,39,31.205128205128204,0.0,87.0,40,1
Nebraska,1990,42,33.333333333333336,1.0,80.0,42,0
Nebraska,1991,55,30.527272727272727,0.0,73.0,56,1
Nebraska,1992,44,34.02272727272727,3.0,84.0,44,0
Nebraska,1993,31,28.870967741935484,0.0,58.0,31,0
Nebraska,1994,19,34.73684210526316,0.0,74.0,19,0
Nebraska,1995,21,28.80952380952381,0.0,51.0,21,0
Nebraska,1996,21,22.61904761904762,1.0,66.0,21,0
Nebraska,1997,22,28.545454545454547,0.0,57.0,22,0
Nebraska,1998,25,34.4,1.0,74.0,25,0
Nebraska,1999,26,38.69230769230769,0.0,86.0,26,0
Nebraska,2000,29,35.86206896551724,8.0,83.0,29,0
Nebraska,2001,18,38.05555555555556,0.0,99.0,19,1
Nebraska,2002,23,33.08695652173913,0.0,61.0,23,0
Nebraska,2003,21,37.333333333333336,2.0,68.0,21,0
Nebraska,2004,27,33.22222222222222,1.0,73.0,30,3
Nebraska,2005,15,25.266666666666666,0.0,46.0,15,0
Nebraska,2006,16,34.6875,0.0,75.0,17,1
Nebraska,2007,23,32.73913043478261,0.0,75.0,23,0
Nebraska,2008,23,36.82608695652174,0.0,72.0,23,0
Nebraska,2009,47,30.680851063829788,0.0,82.0,47,0
Nebraska,2010,58,28.82758620689655,1.0,63.0,58,0
Nebraska,2011,71,31.380281690140844,0.0,73.0,71,0
Nebraska,2012,56,29.089285714285715,1.0,64.0,56,0
Nebraska,2013,64,35.515625,0.0,93.0,64,0
Nebraska,2014,57,33.68421052631579,1.0,76.0,57,0
Nebraska,2015,63,32.34920634920635,2.0,64.0,63,0
Nebraska,2016,43,39.81395348837209,1.0,87.0,43,0
Nebraska,2017,47,36.765957446808514,0.0,99.0,47,0
Nebraska,2018,44,33.68181818181818,0.0,79.0,45,1
Nebraska,2019,52,33.46153846153846,0.0,71.0,52,0
Nebraska,2020,67,33.44776119402985,15.0,72.0,67,0
Nebraska,2021,47,32.787234042553195,0.0,78.0,47,0
Nevada,1976,78,33.666666666666664,0.0,75.0,78,0
Nevada,1977,83,33.54216867469879,1.0,79.0,83,0
Nevada,1978,92,37.58695652173913,0.0,82.0,93,1
Nevada,1979,119,33.42857142857143,0.0,79.0,125,6
Nevada,1980,151,36.42384105960265,2.0,90.0,154,3
Nevada,1981,157,37.71974522292994,9.0,88.0,159,2
Nevada,1982,127,36.63779527559055,4.0,80.0,130,3
Nevada,1983,117,35.17948717948718,0.0,79.0,118,1
Nevada,1984,97,35.0,0.0,79.0,97,0
Nevada,1985,101,37.366336633663366,1.0,82.0,101,0
Nevada,1986,105,35.647619047619045,1.0,89.0,110,5
Nevada,1987,78,37.30769230769231,1.0,83.0,82,4
Nevada,1988,103,36.29126213592233,0.0,89.0,104,1
Nevada,1989,98,35.03061224489796,12.0,83.0,98,0
Nevada,1990,105,32.647619047619045,0.0,68.0,105,0
Nevada,1991,138,32.93478260869565,0.0,91.0,139,1
Nevada,1992,135,35.79259259259259,0.0,79.0,136,1
Nevada,1993,134,33.02985074626866,0.0,92.0,137,3
Nevada,1994,174,32.88505747126437,0.0,81.0,176,2
Nevada,1995,172,32.88953488372093,0.0,86.0,174,2
Nevada,1996,215,31.246511627906976,0.0,77.0,227,12
Nevada,1997,193,34.0880829015544,0.0,95.0,196,3
Nevada,1998,180,30.994444444444444,0.0,86.0,184,4
Nevada,1999,170,36.917647058823526,0.0,86.0,174,4
Nevada,2000,134,31.992537313432837,0.0,79.0,135,1
Nevada,2001,190,34.60526315789474,0.0,88.0,197,7
Nevada,2002,189,33.25925925925926,0.0,87.0,191,2
Nevada,2003,195,34.59487179487179,0.0,86.0,202,7
Nevada,2004,179,33.11731843575419,0.0,86.0,187,8
Nevada,2005,221,31.660633484162897,0.0,91.0,225,4
Nevada,2006,239,33.47698744769875,0.0,83.0,242,3
Nevada,2007,205,32.20975609756098,0.0,80.0,208,3
Nevada,2008,180,33.51111111111111,0.0,86.0,183,3
Nevada,2009,182,33.74175824175824,0.0,84.0,183,1
Nevada,2010,173,35.54913294797688,0.0,95.0,175,2
Nevada,2011,154,32.83116883116883,0.0,79.0,155,1
Nevada,2012,134,36.582089552238806,0.0,87.0,136,2
Nevada,2013,168,36.57738095238095,0.0,84.0,168,0
Nevada,2014,185,36.37837837837838,0.0,97.0,185,0
Nevada,2015,202,38.12376237623762,0.0,87.0,203,1
Nevada,2016,226,34.482300884955755,0.0,92.0,228,2
Nevada,2017,306,35.467320261437905,0.0,82.0,311,5
Nevada,2018,235,34.685106382978724,0.0,84.0,239,4
Nevada,2019,178,38.061797752808985,0.0,90.0,179,1
Nevada,2020,204,36.318627450980394,0.0,92.0,206,2
Nevada,2021,238,36.69747899159664,1.0,85.0,243,5
New Hampshire,1976,18,34.333333333333336,1.0,97.0,18,0
New Hampshire,1977,26,39.5,3.0,76.0,26,0
New Hampshire,1978,12,22.75,2.0,55.0,12,0
New Hampshire,1979,21,38.0,1.0,82.0,21,0
New Hampshire,1980,24,36.458333333333336,14.0,81.0,24,0
New Hampshire,1981,28,31.964285714285715,0.0,81.0,28,0
New Hampshire,1982,21,28.238095238095237,0.0,76.0,21,0
New Hampshire,1983,19,33.73684210526316,0.0,77.0,19,0
New Hampshire,1984,12,27.0,1.0,56.0,12,0
New Hampshire,1985,18,34.611111111111114,10.0,79.0,18,0
New Hampshire,1986,23,29.782608695652176,0.0,59.0,24,1
New Hampshire,1987,34,31.970588235294116,4.0,86.0,34,0
New Hampshire,1988,29,37.93103448275862,0.0,79.0,29,0
New Hampshire,1989,36,29.055555555555557,0.0,74.0,36,0
New Hampshire,1990,21,32.857142857142854,0.0,73.0,21,0
New Hampshire,1991,37,30.783783783783782,0.0,72.0,37,0
New Hampshire,1992,19,37.36842105263158,19.0,65.0,19,0
New Hampshire,1993,21,37.904761904761905,2.0,71.0,21,0
New Hampshire,1994,16,39.5625,1.0,57.0,16,0
New Hampshire,1995,16,39.625,0.0,88.0,17,1
New Hampshire,1996,21,37.857142857142854,6.0,87.0,21,0
New Hampshire,1998,16,39.9375,14.0,91.0,16,0
New Hampshire,1999,20,32.05,0.0,77.0,20,0
New Hampshire,2000,15,35.733333333333334,0.0,73.0,15,0
New Hampshire,2001,19,42.473684210526315,0.0,82.0,19,0
New Hampshire,2002,14,31.714285714285715,19.0,62.0,14,0
New Hampshire,2003,11,45.09090909090909,26.0,80.0,11,0
New Hampshire,2004,13,36.76923076923077,2.0,80.0,14,1
New Hampshire,2005,18,35.55555555555556,0.0,91.0,18,0
New Hampshire,2006,12,32.25,1.0,49.0,12,0
New Hampshire,2007,11,36.90909090909091,18.0,64.0,11,0
New Hampshire,2008,13,42.76923076923077,21.0,68.0,13,0
New Hampshire,2009,10,34.3,0.0,73.0,11,1
New Hampshire,2010,13,36.46153846153846,4.0,67.0,13,0
New Hampshire,2011,16,32.3125,3.0,69.0,17,1
New Hampshire,2012,15,42.6,19.0,85.0,15,0
New Hampshire,2013,22,39.86363636363637,2.0,83.0,23,1
New Hampshire,2014,16,44.625,3.0,71.0,16,0
New Hampshire,2015,15,45.4,6.0,75.0,15,0
New Hampshire,2016,20,41.1,2.0,82.0,20,0
New Hampshire,2017,18,39.44444444444444,2.0,76.0,18,0
New Hampshire,2018,24,38.333333333333336,1.0,69.0,24,0
New Hampshire,2019,43,48.30232558139535,0.0,90.0,43,0
New Hampshire,2020,24,38.583333333333336,0.0,81.0,24,0
New Hampshire,2021,23,41.869565217391305,12.0,80.0,23,0
New Jersey,1976,387,33.89664082687339,0.0,90.0,392,5
New Jersey,1977,427,33.33489461358314,0.0,89.0,431,4
New Jersey,1978,397,33.43073047858942,0.0,86.0,402,5
New Jersey,1979,474,33.280590717299575,0.0,90.0,490,16
New Jersey,1980,525,33.44190476190476,0.0,86.0,534,9
New Jersey,1981,552,34.875,0.0,94.0,567,15
New Jersey,1982,487,33.2135523613963,0.0,93.0,497,10
New Jersey,1983,412,34.39320388349515,0.0,97.0,415,3
New Jersey,1984,392,35.50765306122449,0.0,89.0,399,7
New Jersey,1985,403,33.977667493796524,0.0,86.0,419,16
New Jersey,1986,391,33.31713554987212,0.0,90.0,407,16
New Jersey,1987,358,34.89385474860335,0.0,92.0,365,7
New Jersey,1988,420,32.68571428571428,0.0,89.0,434,14
New Jersey,1989,397,31.596977329974813,0.0,85.0,406,9
New Jersey,1990,437,32.31578947368421,0.0,85.0,443,6
New Jersey,1991,417,34.77218225419664,0.0,92.0,421,4
New Jersey,1992,415,32.920481927710846,0.0,90.0,417,2
New Jersey,1993,428,32.245327102803735,0.0,94.0,433,5
New Jersey,1994,411,30.68126520681265,0.0,92.0,414,3
New Jersey,1995,418,31.29904306220096,0.0,89.0,423,5
New Jersey,1996,349,31.550143266475644,0.0,90.0,352,3
New Jersey,1997,356,28.764044943820224,0.0,85.0,358,2
New Jersey,1998,317,32.76656151419559,0.0,91.0,334,17
New Jersey,1999,293,32.55631399317406,0.0,91.0,296,3
New Jersey,2000,296,32.097972972972975,0.0,92.0,298,2
New Jersey,2001,350,33.25714285714286,0.0,89.0,355,5
New Jersey,2002,342,32.590643274853804,0.0,91.0,349,7
New Jersey,2003,418,31.904306220095695,0.0,79.0,421,3
New Jersey,2004,414,32.84541062801932,0.0,91.0,418,4
New Jersey,2005,433,31.695150115473442,0.0,91.0,434,1
New Jersey,2006,447,30.572706935123044,0.0,91.0,447,0
New Jersey,2007,390,30.05128205128205,0.0,85.0,390,0
New Jersey,2008,388,31.783505154639176,0.0,92.0,391,3
New Jersey,2009,334,31.67365269461078,0.0,96.0,334,0
New Jersey,2010,392,31.301020408163264,0.0,91.0,392,0
New Jersey,2011,397,31.75314861460957,0.0,93.0,398,1
New Jersey,2012,404,32.78465346534654,0.0,92.0,405,1
New Jersey,2013,418,32.23684210526316,0.0,81.0,420,2
New Jersey,2014,358,32.3463687150838,0.0,94.0,359,1
New Jersey,2015,372,34.026881720430104,0.0,88.0,372,0
New Jersey,2016,395,32.85316455696203,0.0,98.0,395,0
New Jersey,2017,346,34.07225433526011,0.0,85.0,346,0
New Jersey,2018,300,33.72666666666667,0.0,87.0,300,0
New Jersey,2019,273,33.84981684981685,0.0,86.0,277,4
New Jersey,2020,331,33.82477341389728,2.0,89.0,336,5
New Jersey,2021,142,32.563380281690144,1.0,81.0,142,0
New Mexico,1976,114,31.19298245614035,0.0,71.0,115,1
New Mexico,1977,87,32.229885057471265,0.0,68.0,91,4
New Mexico,1978,83,34.45783132530121,2.0,86.0,87,4
New Mexico,1979,115,34.99130434782609,0.0,79.0,125,10
New Mexico,1980,134,30.29850746268657,1.0,85.0,141,7
New Mexico,1981,4,28.25,22.0,38.0,4,0
New Mexico,1982,113,33.7787610619469,0.0,77.0,115,2
New Mexico,1983,81,31.88888888888889,0.0,71.0,81,0
New Mexico,1984,78,33.23076923076923,0.0,89.0,79,1
New Mexico,1985,136,33.169117647058826,0.0,81.0,138,2
New Mexico,1986,143,33.18881118881119,0.0,93.0,145,2
New Mexico,1987,130,33.59230769230769,0.0,79.0,131,1
New Mexico,1988,132,35.42424242424242,0.0,82.0,134,2
New Mexico,1989,102,34.23529411764706,0.0,86.0,108,6
New Mexico,1990,92,33.43478260869565,0.0,84.0,96,4
New Mexico,1991,114,33.28947368421053,0.0,84.0,115,1
New Mexico,1992,101,33.801980198019805,1.0,84.0,101,0
New Mexico,1993,101,30.11881188118812,0.0,68.0,102,1
New Mexico,1994,115,35.29565217391304,1.0,85.0,115,0
New Mexico,1995,116,30.551724137931036,0.0,67.0,120,4
New Mexico,1996,144,31.97222222222222,0.0,89.0,144,0
New Mexico,1997,111,32.333333333333336,1.0,72.0,114,3
New Mexico,1998,156,32.44871794871795,0.0,72.0,157,1
New Mexico,1999,146,31.80821917808219,0.0,92.0,147,1
New Mexico,2000,125,33.16,0.0,87.0,126,1
New Mexico,2001,96,33.375,0.0,90.0,98,2
New Mexico,2002,148,34.99324324324324,1.0,89.0,149,1
New Mexico,2003,110,34.3,2.0,84.0,113,3
New Mexico,2004,154,34.298701298701296,0.0,80.0,158,4
New Mexico,2005,136,35.044117647058826,0.0,81.0,139,3
New Mexico,2006,110,31.01818181818182,0.0,86.0,111,1
New Mexico,2007,162,33.08024691358025,0.0,85.0,164,2
New Mexico,2008,141,35.12056737588652,0.0,86.0,144,3
New Mexico,2009,154,33.12337662337662,0.0,75.0,156,2
New Mexico,2010,140,33.57857142857143,0.0,95.0,142,2
New Mexico,2011,131,36.13740458015267,0.0,83.0,132,1
New Mexico,2012,112,35.6875,0.0,94.0,112,0
New Mexico,2013,117,34.51282051282051,0.0,74.0,119,2
New Mexico,2014,127,31.968503937007874,0.0,90.0,128,1
New Mexico,2015,104,36.625,0.0,87.0,105,1
New Mexico,2016,110,36.345454545454544,0.0,99.0,111,1
New Mexico,2017,164,39.853658536585364,0.0,99.0,166,2
New Mexico,2018,167,36.61077844311377,0.0,76.0,168,1
New Mexico,2019,167,35.23353293413174,0.0,89.0,171,4
New Mexico,2020,150,37.00666666666667,0.0,99.0,154,4
New Mexico,2021,188,34.409574468085104,0.0,92.0,193,5
New York,1976,1104,34.32065217391305,0.0,99.0,1113,9
New York,1977,1997,34.43314972458688,0.0,93.0,2020,23
New York,1978,1877,33.733084709643045,0.0,91.0,1911,34
New York,1979,2134,34.18228678537957,0.0,97.0,2187,53
New York,1980,2153,34.13237343241988,0.0,95.0,2197,44
New York,1981,1781,33.597417181358786,0.0,92.0,1818,37
New York,1982,1968,33.84806910569106,0.0,96.0,1992,24
New York,1983,2037,32.48208149239077,0.0,92.0,2086,49
New York,1984,1742,32.97703788748565,0.0,95.0,1829,87
New York,1985,1492,32.86528150134048,0.0,96.0,1562,70
New York,1986,1595,32.10031347962382,0.0,94.0,1682,87
New York,1987,1855,31.390296495956875,0.0,88.0,1881,26
New York,1988,2141,30.741242410088745,0.0,96.0,2143,2
New York,1989,1960,30.866326530612245,0.0,94.0,1963,3
New York,1990,2230,30.72645739910314,0.0,92.0,2268,38
New York,1991,2362,30.83065198983912,0.0,96.0,2411,49
New York,1992,2397,30.77555277430121,0.0,91.0,2447,50
New York,1993,2451,30.57201142390861,0.0,92.0,2511,60
New York,1994,1998,30.685685685685687,0.0,91.0,2062,64
New York,1995,1532,31.7088772845953,0.0,93.0,1601,69
New York,1996,1327,31.526752072343633,0.0,90.0,1355,28
New York,1997,1094,32.13254113345521,0.0,94.0,1113,19
New York,1998,915,31.662295081967212,0.0,94.0,931,16
New York,1999,909,32.34653465346535,0.0,96.0,925,16
New York,2000,940,31.554255319148936,0.0,93.0,956,16
New York,2001,929,31.638320775026912,0.0,91.0,949,20
New York,2002,879,31.47212741751991,0.0,95.0,903,24
New York,2003,902,31.33148558758315,0.0,95.0,917,15
New York,2004,887,32.32807215332582,0.0,95.0,902,15
New York,2005,879,31.646188850967008,0.0,89.0,894,15
New York,2006,933,32.09967845659164,0.0,93.0,944,11
New York,2007,786,31.40203562340967,0.0,86.0,800,14
New York,2008,835,31.8311377245509,0.0,90.0,839,4
New York,2009,775,32.69032258064516,0.0,92.0,781,6
New York,2010,854,30.72365339578454,0.0,89.0,863,9
New York,2011,761,33.1419185282523,0.0,98.0,769,8
New York,2012,680,30.935294117647057,0.0,90.0,682,2
New York,2013,644,34.75931677018634,0.0,99.0,651,7
New York,2014,641,33.89079563182527,0.0,97.0,642,1
New York,2015,644,32.99223602484472,0.0,96.0,644,0
New York,2016,669,33.440956651718984,0.0,85.0,669,0
New York,2017,560,34.79107142857143,0.0,95.0,564,4
New York,2018,554,34.514440433213,0.0,99.0,562,8
New York,2019,573,33.57766143106457,0.0,94.0,577,4
New York,2020,817,34.06854345165239,0.0,99.0,820,3
New York,2021,894,34.35011185682327,0.0,99.0,899,5
North Carolina,1976,596,35.82382550335571,0.0,85.0,607,11
North Carolina,1977,604,34.567880794701985,0.0,90.0,615,11
North Carolina,1978,587,35.45826235093697,0.0,88.0,604,17
North Carolina,1979,590,35.14745762711864,0.0,84.0,599,9
North Carolina,1980,611,35.69230769230769,0.0,91.0,628,17
North Carolina,1981,530,36.99245283018868,0.0,99.0,541,11
North Carolina,1982,560,35.566071428571426,0.0,89.0,563,3
North Carolina,1983,514,35.525291828793776,0.0,87.0,521,7
North Carolina,1984,485,35.61443298969072,0.0,92.0,495,10
North Carolina,1985,523,35.30210325047801,0.0,85.0,527,4
North Carolina,1986,514,34.340466926070036,0.0,90.0,519,5
North Carolina,1987,511,34.58708414872798,0.0,94.0,523,12
North Carolina,1988,499,34.75751503006012,0.0,82.0,507,8
North Carolina,1989,582,36.223367697594504,0.0,93.0,589,7
North Carolina,1990,690,34.073913043478264,0.0,91.0,704,14
North Carolina,1991,753,32.82602921646746,0.0,92.0,779,26
North Carolina,1992,709,33.59379407616361,0.0,95.0,728,19
North Carolina,1993,780,32.75,0.0,99.0,796,16
North Carolina,1994,760,32.83552631578947,0.0,88.0,785,25
North Carolina,1995,681,33.46842878120411,0.0,95.0,714,33
North Carolina,1996,620,32.37741935483871,0.0,90.0,638,18
North Carolina,1997,613,34.91190864600326,0.0,99.0,647,34
North Carolina,1998,623,33.22792937399679,0.0,98.0,633,10
North Carolina,1999,552,33.630434782608695,0.0,85.0,575,23
North Carolina,2000,542,34.1309963099631,0.0,95.0,570,28
North Carolina,2001,517,33.802707930367504,0.0,91.0,543,26
North Carolina,2002,556,34.20503597122302,0.0,94.0,572,16
North Carolina,2003,491,32.17718940936864,0.0,86.0,521,30
North Carolina,2004,480,34.59583333333333,0.0,99.0,503,23
North Carolina,2005,564,33.49290780141844,0.0,87.0,593,29
North Carolina,2006,534,33.147940074906366,0.0,83.0,560,26
North Carolina,2007,549,34.91074681238616,0.0,99.0,575,26
North Carolina,2008,588,33.67006802721088,0.0,92.0,619,31
North Carolina,2009,486,34.61934156378601,0.0,98.0,506,20
North Carolina,2010,454,35.45374449339207,0.0,92.0,468,14
North Carolina,2011,491,33.765784114052956,0.0,93.0,507,16
North Carolina,2012,490,35.29183673469388,0.0,92.0,503,13
North Carolina,2013,455,34.276923076923076,0.0,88.0,477,22
North Carolina,2014,478,36.43933054393305,0.0,88.0,493,15
North Carolina,2015,511,34.183953033268104,0.0,93.0,525,14
North Carolina,2016,607,36.63097199341021,0.0,90.0,619,12
North Carolina,2017,588,34.29421768707483,0.0,90.0,601,13
North Carolina,2018,493,35.38742393509128,1.0,87.0,510,17
North Carolina,2019,556,34.052158273381295,0.0,88.0,564,8
North Carolina,2020,803,33.42465753424658,0.0,94.0,809,6
North Carolina,2021,1009,33.947472745292366,0.0,99.0,1020,11
North Dakota,1976,8,46.5,16.0,78.0,8,0
North Dakota,1977,3,18.666666666666668,3.0,29.0,3,0
North Dakota,1978,8,34.0,22.0,50.0,8,0
North Dakota,1979,11,30.90909090909091,2.0,86.0,11,0
North Dakota,1980,9,28.11111111111111,0.0,52.0,9,0
North Dakota,1981,15,34.0,0.0,83.0,15,0
North Dakota,1982,6,35.333333333333336,18.0,54.0,6,0
North Dakota,1983,15,36.8,6.0,54.0,15,0
North Dakota,1984,13,18.0,0.0,37.0,13,0
North Dakota,1985,7,48.142857142857146,21.0,75.0,7,0
North Dakota,1986,7,42.857142857142854,25.0,74.0,7,0
North Dakota,1987,10,26.4,2.0,56.0,10,0
North Dakota,1988,13,32.38461538461539,0.0,61.0,13,0
North Dakota,1989,3,38.666666666666664,25.0,52.0,3,0
North Dakota,1990,5,33.4,20.0,43.0,5,0
North Dakota,1991,4,45.25,24.0,69.0,4,0
North Dakota,1992,12,38.416666666666664,1.0,72.0,12,0
North Dakota,1993,10,26.4,0.0,46.0,11,1
North Dakota,1994,1,66.0,66.0,66.0,1,0
North Dakota,1995,5,44.0,27.0,74.0,5,0
North Dakota,1996,11,41.45454545454545,25.0,60.0,11,0
North Dakota,1997,7,53.0,33.0,88.0,7,0
North Dakota,1998,7,31.0,4.0,53.0,7,0
North Dakota,1999,6,29.166666666666668,18.0,44.0,7,1
North Dakota,2000,4,30.75,12.0,41.0,4,0
North Dakota,2001,8,35.75,1.0,64.0,9,1
North Dakota,2002,5,25.4,0.0,73.0,5,0
North Dakota,2003,8,29.375,16.0,48.0,8,0
North Dakota,2004,8,31.875,0.0,69.0,8,0
North Dakota,2005,11,39.81818181818182,0.0,83.0,11,0
North Dakota,2006,6,33.0,2.0,53.0,7,1
North Dakota,2007,12,29.083333333333332,1.0,70.0,13,1
North Dakota,2008,2,36.5,30.0,43.0,3,1
North Dakota,2009,7,44.42857142857143,19.0,74.0,9,2
North Dakota,2010,9,40.666666666666664,16.0,59.0,9,0
North Dakota,2011,14,33.785714285714285,1.0,75.0,14,0
North Dakota,2012,14,31.285714285714285,1.0,83.0,14,0
North Dakota,2013,11,33.09090909090909,0.0,62.0,11,0
North Dakota,2014,15,37.53333333333333,13.0,66.0,15,0
North Dakota,2015,17,31.41176470588235,0.0,70.0,17,0
North Dakota,2016,16,31.0625,22.0,61.0,16,0
North Dakota,2017,25,29.28,22.0,58.0,25,0
North Dakota,2018,31,31.483870967741936,0.0,91.0,33,2
North Dakota,2019,28,40.57142857142857,0.0,84.0,28,0
North Dakota,2020,37,36.054054054054056,1.0,63.0,37,0
North Dakota,2021,28,39.464285714285715,8.0,78.0,28,0
Ohio,1976,709,34.744710860366716,0.0,84.0,711,2
Ohio,1977,702,34.08404558404558,0.0,86.0,705,3
Ohio,1978,731,34.85499316005472,0.0,95.0,738,7
Ohio,1979,898,33.83518930957684,0.0,89.0,900,2
Ohio,1980,874,34.61212814645309,0.0,94.0,879,5
Ohio,1981,795,34.67044025157233,0.0,94.0,797,2
Ohio,1982,687,33.951965065502186,0.0,90.0,689,2
Ohio,1983,587,35.91993185689949,0.0,90.0,589,2
Ohio,1984,538,33.36245353159851,0.0,90.0,543,5
Ohio,1985,535,34.586915887850466,0.0,95.0,540,5
Ohio,1986,542,34.41143911439114,0.0,88.0,546,4
Ohio,1987,603,34.9485903814262,0.0,97.0,605,2
Ohio,1988,554,34.568592057761734,0.0,92.0,559,5
Ohio,1989,628,32.64331210191083,0.0,94.0,632,4
Ohio,1990,627,33.09090909090909,0.0,95.0,634,7
